payment_key,payment_id,payment_method,payment_status,payment_provider
1140,PAY-01140,QRIS,Paid,BRI
1141,PAY-01141,QRIS,Paid,Erajaya POS
1142,PAY-01142,Bank Transfer,Paid,GoPay
1143,PAY-01143,Debit Card,Paid,Erajaya POS
1144,PAY-01144,E-Wallet,Paid,BCA
1145,PAY-01145,QRIS,Paid,GoPay
1146,PAY-01146,QRIS,Paid,ShopeePay
1147,PAY-01147,Cash,Paid,OVO
1148,PAY-01148,QRIS,Paid,Visa
1149,PAY-01149,Credit Card,Paid,Visa
1150,PAY-01150,Debit Card,Paid,GoPay
1151,PAY-01151,E-Wallet,Paid,Mastercard
1152,PAY-01152,Bank Transfer,Paid,BRI
1153,PAY-01153,Credit Card,Paid,GoPay
1154,PAY-01154,Credit Card,Refunded,Erajaya POS
1155,PAY-01155,E-Wallet,Paid,OVO
1156,PAY-01156,Credit Card,Pending,BNI
1157,PAY-01157,Credit Card,Paid,ShopeePay
1158,PAY-01158,Bank Transfer,Paid,ShopeePay
1159,PAY-01159,E-Wallet,Paid,Mastercard
1160,PAY-01160,Bank Transfer,Paid,GoPay
1161,PAY-01161,QRIS,Paid,Visa
1162,PAY-01162,Debit Card,Paid,Visa
1163,PAY-01163,Credit Card,Paid,BNI
1164,PAY-01164,E-Wallet,Paid,Visa
1165,PAY-01165,Credit Card,Pending,Visa
1166,PAY-01166,Bank Transfer,Paid,Visa
1167,PAY-01167,Credit Card,Paid,BNI
1168,PAY-01168,Cash,Paid,GoPay
1169,PAY-01169,Credit Card,Paid,Erajaya POS
1170,PAY-01170,Debit Card,Paid,BNI
1171,PAY-01171,Credit Card,Paid,OVO
1172,PAY-01172,Debit Card,Paid,Visa
1173,PAY-01173,QRIS,Failed,BCA
1174,PAY-01174,E-Wallet,Paid,Mastercard
1175,PAY-01175,QRIS,Paid,Mastercard
1176,PAY-01176,Cash,Paid,BRI
1177,PAY-01177,Bank Transfer,Paid,Mandiri
1178,PAY-01178,E-Wallet,Paid,OVO
1179,PAY-01179,QRIS,Paid,BRI
1180,PAY-01180,Bank Transfer,Paid,BNI
1181,PAY-01181,Debit Card,Paid,BCA
1182,PAY-01182,Debit Card,Paid,Erajaya POS
1183,PAY-01183,E-Wallet,Paid,BRI
1184,PAY-01184,E-Wallet,Paid,BCA
1185,PAY-01185,QRIS,Paid,BCA
1186,PAY-01186,Credit Card,Paid,BRI
1187,PAY-01187,E-Wallet,Paid,Mandiri
1188,PAY-01188,Credit Card,Pending,ShopeePay
1189,PAY-01189,QRIS,Paid,BCA
1190,PAY-01190,E-Wallet,Paid,GoPay
1191,PAY-01191,Credit Card,Paid,BRI
1192,PAY-01192,E-Wallet,Paid,BRI
1193,PAY-01193,QRIS,Paid,BNI
1194,PAY-01194,Debit Card,Paid,Mandiri
1195,PAY-01195,Credit Card,Paid,Visa
1196,PAY-01196,E-Wallet,Paid,ShopeePay
1197,PAY-01197,QRIS,Paid,Mastercard
1198,PAY-01198,Credit Card,Paid,Erajaya POS
1199,PAY-01199,E-Wallet,Paid,Mandiri
1200,PAY-01200,Credit Card,Failed,Erajaya POS
1201,PAY-01201,Bank Transfer,Paid,BCA
1202,PAY-01202,E-Wallet,Paid,Erajaya POS
1203,PAY-01203,E-Wallet,Paid,Visa
1204,PAY-01204,Bank Transfer,Refunded,Mandiri
1205,PAY-01205,QRIS,Paid,ShopeePay
1206,PAY-01206,Debit Card,Paid,Erajaya POS
1207,PAY-01207,E-Wallet,Paid,GoPay
1208,PAY-01208,Bank Transfer,Paid,OVO
1209,PAY-01209,E-Wallet,Paid,Mandiri
1210,PAY-01210,Debit Card,Paid,ShopeePay
1211,PAY-01211,Credit Card,Pending,BNI
1212,PAY-01212,Cash,Paid,Mandiri
1213,PAY-01213,Cash,Failed,BRI
1214,PAY-01214,Debit Card,Refunded,Erajaya POS
1215,PAY-01215,QRIS,Refunded,Visa
1216,PAY-01216,Bank Transfer,Paid,BCA
1217,PAY-01217,Credit Card,Paid,GoPay
1218,PAY-01218,Credit Card,Paid,Visa
1219,PAY-01219,E-Wallet,Paid,BNI
1220,PAY-01220,Bank Transfer,Paid,BCA
1221,PAY-01221,QRIS,Refunded,BCA
1222,PAY-01222,Credit Card,Paid,Mastercard
1223,PAY-01223,Bank Transfer,Paid,BCA
1224,PAY-01224,Debit Card,Paid,ShopeePay
1225,PAY-01225,E-Wallet,Paid,Visa
1226,PAY-01226,Debit Card,Paid,Mastercard
1227,PAY-01227,E-Wallet,Paid,Mastercard
1228,PAY-01228,QRIS,Paid,BNI
1229,PAY-01229,Debit Card,Paid,ShopeePay
1230,PAY-01230,QRIS,Paid,BNI
1231,PAY-01231,Credit Card,Paid,BNI
1232,PAY-01232,Credit Card,Paid,GoPay
1233,PAY-01233,Cash,Paid,Visa
1234,PAY-01234,Debit Card,Paid,GoPay
1235,PAY-01235,E-Wallet,Paid,Visa
1236,PAY-01236,Bank Transfer,Paid,BCA
1237,PAY-01237,E-Wallet,Paid,Visa
1238,PAY-01238,Credit Card,Refunded,Mastercard
1239,PAY-01239,Credit Card,Paid,BNI
1240,PAY-01240,QRIS,Paid,GoPay
1241,PAY-01241,E-Wallet,Paid,Mandiri
1242,PAY-01242,Credit Card,Paid,ShopeePay
1243,PAY-01243,Bank Transfer,Paid,ShopeePay
1244,PAY-01244,E-Wallet,Paid,ShopeePay
1245,PAY-01245,Bank Transfer,Paid,BCA
1246,PAY-01246,QRIS,Paid,BCA
1247,PAY-01247,QRIS,Paid,GoPay
1248,PAY-01248,Debit Card,Paid,Mandiri
1249,PAY-01249,QRIS,Paid,Visa
1250,PAY-01250,Bank Transfer,Paid,BCA
1251,PAY-01251,Cash,Paid,Mandiri
1252,PAY-01252,QRIS,Pending,BCA
1253,PAY-01253,Bank Transfer,Paid,Erajaya POS
1254,PAY-01254,Bank Transfer,Paid,Mandiri
1255,PAY-01255,Cash,Paid,Mandiri
1256,PAY-01256,Credit Card,Paid,Mastercard
1257,PAY-01257,QRIS,Paid,BRI
1258,PAY-01258,QRIS,Paid,ShopeePay
1259,PAY-01259,Debit Card,Paid,ShopeePay
1260,PAY-01260,Credit Card,Paid,Visa
1261,PAY-01261,Bank Transfer,Paid,BCA
1262,PAY-01262,Bank Transfer,Paid,BNI
1263,PAY-01263,Credit Card,Paid,BRI
1264,PAY-01264,Bank Transfer,Paid,GoPay
1265,PAY-01265,Credit Card,Paid,BNI
1266,PAY-01266,Bank Transfer,Paid,BRI
1267,PAY-01267,E-Wallet,Paid,ShopeePay
1268,PAY-01268,E-Wallet,Paid,BRI
1269,PAY-01269,Credit Card,Paid,BRI
1270,PAY-01270,Credit Card,Paid,BNI
1271,PAY-01271,Credit Card,Failed,BNI
1272,PAY-01272,Credit Card,Paid,GoPay
1273,PAY-01273,E-Wallet,Paid,Mandiri
1274,PAY-01274,QRIS,Paid,Mandiri
1275,PAY-01275,QRIS,Paid,BCA
1276,PAY-01276,E-Wallet,Paid,ShopeePay
1277,PAY-01277,Credit Card,Paid,Visa
1278,PAY-01278,QRIS,Paid,GoPay
1279,PAY-01279,Credit Card,Paid,BCA
1280,PAY-01280,QRIS,Paid,Erajaya POS
1281,PAY-01281,Credit Card,Paid,Visa
1282,PAY-01282,Credit Card,Refunded,Mastercard
1283,PAY-01283,Debit Card,Paid,OVO
1284,PAY-01284,Cash,Paid,Erajaya POS
1285,PAY-01285,E-Wallet,Paid,BCA
1286,PAY-01286,E-Wallet,Paid,ShopeePay
1287,PAY-01287,E-Wallet,Paid,BNI
1288,PAY-01288,E-Wallet,Paid,OVO
1289,PAY-01289,Credit Card,Paid,Visa
1290,PAY-01290,QRIS,Paid,Mastercard
1291,PAY-01291,Bank Transfer,Paid,GoPay
1292,PAY-01292,QRIS,Paid,OVO
1293,PAY-01293,Credit Card,Paid,BNI
1294,PAY-01294,QRIS,Paid,Mastercard
1295,PAY-01295,QRIS,Paid,BNI
1296,PAY-01296,Credit Card,Failed,Mastercard
1297,PAY-01297,Debit Card,Refunded,GoPay
1298,PAY-01298,Debit Card,Paid,ShopeePay
1299,PAY-01299,QRIS,Paid,Erajaya POS
1300,PAY-01300,E-Wallet,Paid,Visa
1301,PAY-01301,Credit Card,Paid,Visa
1302,PAY-01302,Credit Card,Paid,Visa
1303,PAY-01303,Bank Transfer,Failed,BNI
1304,PAY-01304,Credit Card,Paid,ShopeePay
1305,PAY-01305,E-Wallet,Paid,BNI
1306,PAY-01306,Debit Card,Paid,ShopeePay
1307,PAY-01307,QRIS,Paid,Erajaya POS
1308,PAY-01308,Cash,Paid,BRI
1309,PAY-01309,Credit Card,Failed,OVO
1310,PAY-01310,Debit Card,Failed,Erajaya POS
1311,PAY-01311,Credit Card,Paid,BCA
1312,PAY-01312,QRIS,Paid,BRI
1313,PAY-01313,Cash,Paid,OVO
1314,PAY-01314,Bank Transfer,Paid,OVO
1315,PAY-01315,Bank Transfer,Paid,BRI
1316,PAY-01316,Credit Card,Paid,Erajaya POS
1317,PAY-01317,QRIS,Paid,BRI
1318,PAY-01318,E-Wallet,Paid,GoPay
1319,PAY-01319,QRIS,Paid,OVO
1320,PAY-01320,QRIS,Paid,ShopeePay
1321,PAY-01321,Credit Card,Paid,GoPay
1322,PAY-01322,QRIS,Paid,OVO
1323,PAY-01323,Bank Transfer,Paid,BRI
1324,PAY-01324,E-Wallet,Refunded,Mastercard
1325,PAY-01325,Debit Card,Paid,ShopeePay
1326,PAY-01326,QRIS,Paid,Mastercard
1327,PAY-01327,Debit Card,Paid,BNI
1328,PAY-01328,Credit Card,Paid,BNI
1329,PAY-01329,Credit Card,Paid,GoPay
1330,PAY-01330,Credit Card,Paid,Erajaya POS
1331,PAY-01331,Bank Transfer,Paid,Mandiri
1332,PAY-01332,Debit Card,Paid,Visa
1333,PAY-01333,QRIS,Paid,GoPay
1334,PAY-01334,QRIS,Paid,BCA
1335,PAY-01335,Credit Card,Paid,ShopeePay
1336,PAY-01336,Credit Card,Paid,OVO
1337,PAY-01337,Debit Card,Paid,Mastercard
1338,PAY-01338,Bank Transfer,Paid,BCA
1339,PAY-01339,Cash,Paid,BCA
1340,PAY-01340,Bank Transfer,Paid,Erajaya POS
1341,PAY-01341,QRIS,Paid,OVO
1342,PAY-01342,Cash,Paid,Erajaya POS
1343,PAY-01343,Credit Card,Paid,ShopeePay
1344,PAY-01344,Bank Transfer,Paid,OVO
1345,PAY-01345,E-Wallet,Paid,Mastercard
1346,PAY-01346,Cash,Paid,GoPay
1347,PAY-01347,Bank Transfer,Paid,OVO
1348,PAY-01348,Credit Card,Paid,ShopeePay
1349,PAY-01349,E-Wallet,Paid,GoPay
1350,PAY-01350,Bank Transfer,Paid,BNI
1351,PAY-01351,Cash,Failed,BNI
1352,PAY-01352,QRIS,Paid,Mandiri
1353,PAY-01353,Credit Card,Paid,OVO
1354,PAY-01354,Credit Card,Paid,OVO
1355,PAY-01355,QRIS,Paid,Mandiri
1356,PAY-01356,Cash,Paid,BRI
1357,PAY-01357,Credit Card,Paid,Mastercard
1358,PAY-01358,Debit Card,Paid,BRI
1359,PAY-01359,Credit Card,Paid,Mastercard
1360,PAY-01360,QRIS,Paid,Erajaya POS
1361,PAY-01361,Bank Transfer,Paid,Erajaya POS
1362,PAY-01362,Debit Card,Paid,Mastercard
1363,PAY-01363,Cash,Paid,GoPay
1364,PAY-01364,Debit Card,Paid,BRI
1365,PAY-01365,Credit Card,Paid,BCA
1366,PAY-01366,QRIS,Paid,OVO
1367,PAY-01367,QRIS,Paid,BNI
1368,PAY-01368,Credit Card,Paid,Mastercard
1369,PAY-01369,Credit Card,Paid,GoPay
1370,PAY-01370,Bank Transfer,Paid,Erajaya POS
1371,PAY-01371,Credit Card,Paid,BCA
1372,PAY-01372,Cash,Paid,Mandiri
1373,PAY-01373,QRIS,Paid,ShopeePay
1374,PAY-01374,Cash,Paid,OVO
1375,PAY-01375,Credit Card,Paid,Mandiri
1376,PAY-01376,E-Wallet,Paid,ShopeePay
1377,PAY-01377,E-Wallet,Paid,Mandiri
1378,PAY-01378,Debit Card,Paid,OVO
1379,PAY-01379,E-Wallet,Paid,GoPay
1380,PAY-01380,Debit Card,Paid,OVO
1381,PAY-01381,Cash,Paid,BNI
1382,PAY-01382,QRIS,Paid,BNI
1383,PAY-01383,QRIS,Paid,Erajaya POS
1384,PAY-01384,QRIS,Paid,Mandiri
1385,PAY-01385,Bank Transfer,Paid,BRI
1386,PAY-01386,Debit Card,Paid,ShopeePay
1387,PAY-01387,QRIS,Failed,BRI
1388,PAY-01388,QRIS,Paid,Mandiri
1389,PAY-01389,E-Wallet,Paid,Visa
1390,PAY-01390,Bank Transfer,Paid,Mandiri
1391,PAY-01391,Bank Transfer,Paid,BCA
1392,PAY-01392,Bank Transfer,Failed,ShopeePay
1393,PAY-01393,Debit Card,Paid,Visa
1394,PAY-01394,Cash,Paid,Mastercard
1395,PAY-01395,Bank Transfer,Paid,BNI
1396,PAY-01396,Cash,Paid,Mastercard
1397,PAY-01397,Debit Card,Paid,ShopeePay
1398,PAY-01398,Credit Card,Paid,Visa
1399,PAY-01399,Cash,Paid,GoPay
1400,PAY-01400,Bank Transfer,Paid,OVO
1401,PAY-01401,E-Wallet,Paid,ShopeePay
1402,PAY-01402,Debit Card,Paid,BRI
1403,PAY-01403,E-Wallet,Paid,Mandiri
1404,PAY-01404,QRIS,Paid,Mandiri
1405,PAY-01405,Credit Card,Paid,OVO
1406,PAY-01406,Cash,Paid,Visa
1407,PAY-01407,QRIS,Paid,ShopeePay
1408,PAY-01408,Credit Card,Paid,Mandiri
1409,PAY-01409,Credit Card,Paid,Visa
1410,PAY-01410,Cash,Paid,Mandiri
1411,PAY-01411,QRIS,Paid,Visa
1412,PAY-01412,Bank Transfer,Paid,Erajaya POS
1413,PAY-01413,Debit Card,Pending,BNI
1414,PAY-01414,E-Wallet,Paid,BNI
1415,PAY-01415,Credit Card,Paid,BRI
1416,PAY-01416,Credit Card,Paid,Mandiri
1417,PAY-01417,Debit Card,Paid,Mandiri
1418,PAY-01418,Credit Card,Paid,OVO
1419,PAY-01419,Bank Transfer,Paid,BCA
1420,PAY-01420,E-Wallet,Paid,BCA
1421,PAY-01421,QRIS,Paid,GoPay
1422,PAY-01422,Cash,Paid,Mastercard
1423,PAY-01423,QRIS,Paid,GoPay
1424,PAY-01424,Cash,Paid,Erajaya POS
1425,PAY-01425,Credit Card,Pending,Mandiri
1426,PAY-01426,Bank Transfer,Paid,Erajaya POS
1427,PAY-01427,Credit Card,Paid,Erajaya POS
1428,PAY-01428,E-Wallet,Paid,BRI
1429,PAY-01429,Credit Card,Paid,GoPay
1430,PAY-01430,E-Wallet,Failed,OVO
1431,PAY-01431,Credit Card,Paid,Mastercard
1432,PAY-01432,Bank Transfer,Refunded,Visa
1433,PAY-01433,Bank Transfer,Paid,BNI
1434,PAY-01434,QRIS,Paid,BCA
1435,PAY-01435,E-Wallet,Paid,BNI
1436,PAY-01436,Credit Card,Paid,BCA
1437,PAY-01437,E-Wallet,Paid,Erajaya POS
1438,PAY-01438,E-Wallet,Paid,Mastercard
1439,PAY-01439,QRIS,Paid,ShopeePay
1440,PAY-01440,QRIS,Paid,Visa
1441,PAY-01441,QRIS,Paid,BRI
1442,PAY-01442,E-Wallet,Paid,GoPay
1443,PAY-01443,E-Wallet,Paid,ShopeePay
1444,PAY-01444,QRIS,Paid,Erajaya POS
1445,PAY-01445,Credit Card,Paid,BCA
1446,PAY-01446,QRIS,Paid,BCA
1447,PAY-01447,E-Wallet,Paid,BNI
1448,PAY-01448,Debit Card,Paid,BNI
1449,PAY-01449,Bank Transfer,Paid,BCA
1450,PAY-01450,QRIS,Paid,Mastercard
1451,PAY-01451,Bank Transfer,Paid,Visa
1452,PAY-01452,Bank Transfer,Paid,Mandiri
1453,PAY-01453,QRIS,Paid,BRI
1454,PAY-01454,Debit Card,Paid,BNI
1455,PAY-01455,Credit Card,Pending,Visa
1456,PAY-01456,E-Wallet,Paid,GoPay
1457,PAY-01457,E-Wallet,Paid,BRI
1458,PAY-01458,QRIS,Refunded,Visa
1459,PAY-01459,Bank Transfer,Paid,Mastercard
1460,PAY-01460,Cash,Paid,BNI
1461,PAY-01461,QRIS,Paid,GoPay
1462,PAY-01462,Credit Card,Paid,Visa
1463,PAY-01463,Credit Card,Paid,BNI
1464,PAY-01464,E-Wallet,Paid,Erajaya POS
1465,PAY-01465,Credit Card,Paid,OVO
1466,PAY-01466,Cash,Paid,Erajaya POS
1467,PAY-01467,Credit Card,Paid,BCA
1468,PAY-01468,QRIS,Refunded,OVO
1469,PAY-01469,Credit Card,Paid,Mastercard
1470,PAY-01470,E-Wallet,Paid,Erajaya POS
1471,PAY-01471,Bank Transfer,Paid,BNI
1472,PAY-01472,E-Wallet,Paid,ShopeePay
1473,PAY-01473,Cash,Paid,BNI
1474,PAY-01474,QRIS,Paid,Erajaya POS
1475,PAY-01475,Cash,Paid,ShopeePay
1476,PAY-01476,Credit Card,Paid,BRI
1477,PAY-01477,Credit Card,Paid,BCA
1478,PAY-01478,Debit Card,Failed,OVO
1479,PAY-01479,QRIS,Paid,GoPay
1480,PAY-01480,E-Wallet,Paid,OVO
1481,PAY-01481,E-Wallet,Paid,Erajaya POS
1482,PAY-01482,Debit Card,Paid,OVO
1483,PAY-01483,Credit Card,Paid,OVO
1484,PAY-01484,E-Wallet,Paid,Mandiri
1485,PAY-01485,QRIS,Paid,GoPay
1486,PAY-01486,Bank Transfer,Paid,Erajaya POS
1487,PAY-01487,Credit Card,Paid,Mastercard
1488,PAY-01488,QRIS,Paid,BNI
1489,PAY-01489,Bank Transfer,Paid,Visa
1490,PAY-01490,Cash,Paid,GoPay
1491,PAY-01491,QRIS,Paid,Erajaya POS
1492,PAY-01492,QRIS,Paid,Mandiri
1493,PAY-01493,QRIS,Paid,BNI
1494,PAY-01494,Bank Transfer,Paid,BCA
1495,PAY-01495,Debit Card,Paid,Erajaya POS
1496,PAY-01496,QRIS,Paid,Erajaya POS
1497,PAY-01497,Debit Card,Paid,GoPay
1498,PAY-01498,Debit Card,Failed,BCA
1499,PAY-01499,Credit Card,Paid,Mandiri
1500,PAY-01500,Debit Card,Paid,OVO
1501,PAY-01501,Credit Card,Paid,Mastercard
1502,PAY-01502,Debit Card,Paid,Visa
1503,PAY-01503,Debit Card,Paid,BRI
1504,PAY-01504,Cash,Paid,Visa
1505,PAY-01505,QRIS,Paid,BCA
1506,PAY-01506,Credit Card,Paid,Visa
1507,PAY-01507,QRIS,Paid,BRI
1508,PAY-01508,Credit Card,Paid,ShopeePay
1509,PAY-01509,QRIS,Paid,BCA
1510,PAY-01510,QRIS,Paid,Mandiri
1511,PAY-01511,E-Wallet,Paid,Mastercard
1512,PAY-01512,QRIS,Paid,OVO
1513,PAY-01513,Debit Card,Paid,ShopeePay
1514,PAY-01514,QRIS,Paid,Visa
1515,PAY-01515,Cash,Paid,BNI
1516,PAY-01516,Credit Card,Paid,GoPay
1517,PAY-01517,Debit Card,Paid,Mastercard
1518,PAY-01518,Credit Card,Paid,Erajaya POS
1519,PAY-01519,QRIS,Paid,BNI
1520,PAY-01520,Bank Transfer,Paid,GoPay
1521,PAY-01521,E-Wallet,Pending,GoPay
1522,PAY-01522,E-Wallet,Paid,BNI
1523,PAY-01523,Cash,Paid,Visa
1524,PAY-01524,QRIS,Paid,Mastercard
1525,PAY-01525,Bank Transfer,Paid,Visa
1526,PAY-01526,QRIS,Paid,Visa
1527,PAY-01527,Credit Card,Paid,Visa
1528,PAY-01528,QRIS,Paid,Mastercard
1529,PAY-01529,Bank Transfer,Paid,BCA
1530,PAY-01530,Bank Transfer,Paid,ShopeePay
1531,PAY-01531,QRIS,Paid,GoPay
1532,PAY-01532,Debit Card,Paid,GoPay
1533,PAY-01533,Bank Transfer,Paid,BNI
1534,PAY-01534,Bank Transfer,Paid,BCA
1535,PAY-01535,E-Wallet,Paid,BRI
1536,PAY-01536,Credit Card,Paid,BCA
1537,PAY-01537,Credit Card,Paid,BNI
1538,PAY-01538,QRIS,Paid,ShopeePay
1539,PAY-01539,E-Wallet,Refunded,BNI
1540,PAY-01540,Cash,Paid,GoPay
1541,PAY-01541,Bank Transfer,Paid,Erajaya POS
1542,PAY-01542,Cash,Paid,Mastercard
1543,PAY-01543,QRIS,Paid,BNI
1544,PAY-01544,Credit Card,Paid,GoPay
1545,PAY-01545,E-Wallet,Paid,BNI
1546,PAY-01546,E-Wallet,Paid,BCA
1547,PAY-01547,QRIS,Paid,Erajaya POS
1548,PAY-01548,Credit Card,Paid,BRI
1549,PAY-01549,QRIS,Paid,Visa
1550,PAY-01550,Bank Transfer,Paid,Visa
1551,PAY-01551,E-Wallet,Paid,Visa
1552,PAY-01552,Credit Card,Paid,BRI
1553,PAY-01553,E-Wallet,Paid,Mastercard
1554,PAY-01554,Credit Card,Paid,ShopeePay
1555,PAY-01555,Credit Card,Paid,BRI
1556,PAY-01556,E-Wallet,Paid,GoPay
1557,PAY-01557,QRIS,Paid,BNI
1558,PAY-01558,E-Wallet,Paid,Mandiri
1559,PAY-01559,Bank Transfer,Paid,BRI
1560,PAY-01560,Credit Card,Paid,GoPay
1561,PAY-01561,Debit Card,Paid,ShopeePay
1562,PAY-01562,Cash,Paid,Mastercard
1563,PAY-01563,Bank Transfer,Paid,BNI
1564,PAY-01564,QRIS,Paid,BRI
1565,PAY-01565,Bank Transfer,Paid,Visa
1566,PAY-01566,QRIS,Paid,Visa
1567,PAY-01567,Debit Card,Paid,Mastercard
1568,PAY-01568,Debit Card,Paid,ShopeePay
1569,PAY-01569,QRIS,Paid,GoPay
1570,PAY-01570,Debit Card,Paid,ShopeePay
1571,PAY-01571,Bank Transfer,Paid,Erajaya POS
1572,PAY-01572,Bank Transfer,Paid,Mastercard
1573,PAY-01573,Credit Card,Paid,ShopeePay
1574,PAY-01574,Cash,Paid,Erajaya POS
1575,PAY-01575,QRIS,Paid,GoPay
1576,PAY-01576,Cash,Paid,BNI
1577,PAY-01577,E-Wallet,Paid,Erajaya POS
1578,PAY-01578,Bank Transfer,Paid,Mandiri
1579,PAY-01579,Credit Card,Paid,Erajaya POS
1580,PAY-01580,E-Wallet,Paid,BRI
1581,PAY-01581,Cash,Paid,Erajaya POS
1582,PAY-01582,Debit Card,Paid,Visa
1583,PAY-01583,Cash,Paid,Erajaya POS
1584,PAY-01584,QRIS,Paid,Visa
1585,PAY-01585,Credit Card,Paid,Visa
1586,PAY-01586,Credit Card,Paid,BCA
1587,PAY-01587,QRIS,Pending,ShopeePay
1588,PAY-01588,Bank Transfer,Paid,GoPay
1589,PAY-01589,QRIS,Pending,Erajaya POS
1590,PAY-01590,Credit Card,Paid,BCA
1591,PAY-01591,Debit Card,Paid,Erajaya POS
1592,PAY-01592,Credit Card,Paid,BNI
1593,PAY-01593,Credit Card,Paid,OVO
1594,PAY-01594,Credit Card,Paid,Mastercard
1595,PAY-01595,Credit Card,Refunded,Visa
1596,PAY-01596,E-Wallet,Paid,BRI
1597,PAY-01597,QRIS,Paid,Mastercard
1598,PAY-01598,Debit Card,Paid,Erajaya POS
1599,PAY-01599,Cash,Paid,OVO
1600,PAY-01600,E-Wallet,Pending,BRI
1601,PAY-01601,E-Wallet,Paid,BCA
1602,PAY-01602,Bank Transfer,Paid,Visa
1603,PAY-01603,E-Wallet,Failed,Mastercard
1604,PAY-01604,Credit Card,Paid,Mandiri
1605,PAY-01605,Cash,Paid,GoPay
1606,PAY-01606,E-Wallet,Paid,BCA
1607,PAY-01607,Cash,Paid,Mandiri
1608,PAY-01608,Bank Transfer,Paid,ShopeePay
1609,PAY-01609,E-Wallet,Paid,BRI
1610,PAY-01610,E-Wallet,Paid,BRI
1611,PAY-01611,Credit Card,Pending,Mandiri
1612,PAY-01612,Bank Transfer,Paid,BNI
1613,PAY-01613,Bank Transfer,Paid,BCA
1614,PAY-01614,Credit Card,Paid,GoPay
1615,PAY-01615,Debit Card,Paid,BCA
1616,PAY-01616,QRIS,Paid,GoPay
1617,PAY-01617,Debit Card,Paid,BCA
1618,PAY-01618,Bank Transfer,Paid,Erajaya POS
1619,PAY-01619,Bank Transfer,Paid,Visa
1620,PAY-01620,QRIS,Paid,BNI
1621,PAY-01621,Cash,Paid,OVO
1622,PAY-01622,Credit Card,Paid,Visa
1623,PAY-01623,E-Wallet,Paid,Visa
1624,PAY-01624,QRIS,Pending,Mastercard
1625,PAY-01625,Credit Card,Paid,Mandiri
1626,PAY-01626,Credit Card,Paid,ShopeePay
1627,PAY-01627,Bank Transfer,Paid,Mastercard
1628,PAY-01628,Debit Card,Paid,BNI
1629,PAY-01629,Cash,Paid,GoPay
1630,PAY-01630,Credit Card,Refunded,Visa
1631,PAY-01631,QRIS,Paid,Erajaya POS
1632,PAY-01632,QRIS,Paid,Mastercard
1633,PAY-01633,Bank Transfer,Paid,Mandiri
1634,PAY-01634,E-Wallet,Paid,GoPay
1635,PAY-01635,E-Wallet,Paid,Erajaya POS
1636,PAY-01636,Debit Card,Paid,BCA
1637,PAY-01637,Debit Card,Paid,BNI
1638,PAY-01638,Credit Card,Paid,Mastercard
1639,PAY-01639,Cash,Paid,Visa
1640,PAY-01640,Debit Card,Paid,Mandiri
1641,PAY-01641,Credit Card,Paid,OVO
1642,PAY-01642,E-Wallet,Paid,ShopeePay
1643,PAY-01643,E-Wallet,Paid,OVO
1644,PAY-01644,QRIS,Paid,Mastercard
1645,PAY-01645,Credit Card,Paid,Erajaya POS
1646,PAY-01646,Debit Card,Paid,GoPay
1647,PAY-01647,Bank Transfer,Paid,BRI
1648,PAY-01648,Bank Transfer,Paid,Mastercard
1649,PAY-01649,Credit Card,Paid,GoPay
1650,PAY-01650,E-Wallet,Paid,Mastercard
1651,PAY-01651,Credit Card,Refunded,BNI
1652,PAY-01652,E-Wallet,Failed,ShopeePay
1653,PAY-01653,QRIS,Paid,Erajaya POS
1654,PAY-01654,Bank Transfer,Paid,Visa
1655,PAY-01655,Credit Card,Paid,GoPay
1656,PAY-01656,Cash,Refunded,GoPay
1657,PAY-01657,Bank Transfer,Pending,OVO
1658,PAY-01658,QRIS,Paid,Erajaya POS
1659,PAY-01659,Debit Card,Paid,BRI
1660,PAY-01660,E-Wallet,Paid,Visa
1661,PAY-01661,Debit Card,Paid,Erajaya POS
1662,PAY-01662,QRIS,Paid,Visa
1663,PAY-01663,Credit Card,Paid,Mastercard
1664,PAY-01664,Debit Card,Paid,Erajaya POS
1665,PAY-01665,Cash,Refunded,Mastercard
1666,PAY-01666,Credit Card,Paid,Visa
1667,PAY-01667,Credit Card,Paid,Erajaya POS
1668,PAY-01668,Bank Transfer,Paid,Visa
1669,PAY-01669,Cash,Paid,Erajaya POS
1670,PAY-01670,Cash,Paid,BNI
1671,PAY-01671,QRIS,Paid,BRI
1672,PAY-01672,Cash,Paid,Mandiri
1673,PAY-01673,Cash,Paid,BCA
1674,PAY-01674,QRIS,Paid,Erajaya POS
1675,PAY-01675,Cash,Paid,GoPay
1676,PAY-01676,Credit Card,Paid,Mandiri
1677,PAY-01677,QRIS,Paid,GoPay
1678,PAY-01678,Bank Transfer,Paid,BNI
1679,PAY-01679,Credit Card,Paid,OVO
1680,PAY-01680,QRIS,Paid,Visa
1681,PAY-01681,QRIS,Paid,ShopeePay
1682,PAY-01682,E-Wallet,Paid,ShopeePay
1683,PAY-01683,Bank Transfer,Paid,BCA
1684,PAY-01684,Debit Card,Paid,BRI
1685,PAY-01685,Bank Transfer,Paid,Mandiri
1686,PAY-01686,QRIS,Paid,Mandiri
1687,PAY-01687,E-Wallet,Paid,OVO
1688,PAY-01688,Credit Card,Paid,Mandiri
1689,PAY-01689,E-Wallet,Paid,BRI
1690,PAY-01690,Credit Card,Pending,ShopeePay
