payment_id,payment_method,payment_status,payment_provider,paid_amount
PAY-00985,Bank Transfer,Pending,Mandiri,10738080.0
PAY-00986,QRIS,Paid,BRI,30698340.0
PAY-00987,Debit Card,Paid,Mastercard,35940160.0
PAY-00988,QRIS,Paid,BNI,23445030.0
PAY-00989,E-Wallet,Paid,Visa,40846110.0
PAY-00990,Credit Card,Paid,OVO,25167390.0
PAY-00991,QRIS,Paid,Mastercard,5279120.0
PAY-00992,Credit Card,Paid,GoPay,24407500.0
PAY-00993,Bank Transfer,Paid,BNI,63494000.0
PAY-00994,QRIS,Paid,Mastercard,21999000.0
PAY-00995,QRIS,Pending,BCA,11797150.0
PAY-00996,Debit Card,Paid,Mandiri,7696000.0
PAY-00997,Debit Card,Paid,Mandiri,22098000.0
PAY-00998,E-Wallet,Paid,Erajaya POS,10496000.0
PAY-00999,E-Wallet,Paid,BRI,6499000.0
PAY-01000,Credit Card,Paid,Visa,31177220.0
PAY-01001,QRIS,Paid,BNI,89993000.0
PAY-01002,Debit Card,Paid,Mastercard,55996000.0
PAY-01003,Credit Card,Paid,Erajaya POS,23277000.0
PAY-01004,Credit Card,Paid,OVO,21238180.0
PAY-01005,Cash,Paid,BCA,22198000.0
PAY-01006,QRIS,Pending,ShopeePay,1695000.0
PAY-01007,QRIS,Paid,Visa,43795200.0
PAY-01008,E-Wallet,Pending,GoPay,30998000.0
PAY-01009,Bank Transfer,Paid,ShopeePay,21497200.0
PAY-01010,QRIS,Paid,Mastercard,23357240.0
PAY-01011,Debit Card,Paid,Erajaya POS,7641240.0
PAY-01012,E-Wallet,Failed,Mastercard,63894060.0
PAY-01013,Cash,Paid,Erajaya POS,33095300.0
PAY-01014,Bank Transfer,Paid,BRI,42116080.0
PAY-01015,QRIS,Paid,Visa,8830160.0
PAY-01016,Bank Transfer,Paid,Visa,4848050.0
PAY-01017,Credit Card,Paid,Visa,11874050.0
PAY-01018,Bank Transfer,Paid,Mastercard,16358100.0
PAY-01019,Credit Card,Failed,BRI,55574000.0
PAY-01020,QRIS,Paid,Visa,3231680.0
PAY-01021,Bank Transfer,Paid,BNI,3999000.0
PAY-01022,Credit Card,Paid,ShopeePay,27657080.0
PAY-01023,E-Wallet,Paid,BRI,99153060.0
PAY-01024,Bank Transfer,Paid,Visa,4499000.0
PAY-01025,QRIS,Paid,ShopeePay,1917050.0
PAY-01026,Debit Card,Paid,ShopeePay,33172200.0
PAY-01027,Debit Card,Paid,ShopeePay,4949100.0
PAY-01028,E-Wallet,Paid,BCA,23498000.0
PAY-01029,E-Wallet,Paid,OVO,21339030.0
PAY-01030,QRIS,Paid,OVO,36996000.0
PAY-01031,Credit Card,Paid,ShopeePay,44563130.0
PAY-01032,Credit Card,Paid,GoPay,16974030.0
PAY-01033,Debit Card,Paid,Erajaya POS,60597000.0
PAY-01034,E-Wallet,Paid,Erajaya POS,22023200.0
PAY-01035,Debit Card,Pending,BNI,46498000.0
PAY-01036,Debit Card,Paid,OVO,76380330.0
PAY-01037,Credit Card,Paid,BCA,13799080.0
PAY-01038,E-Wallet,Paid,Mandiri,19998000.0
PAY-01039,E-Wallet,Paid,OVO,32317080.0
PAY-01040,E-Wallet,Paid,Visa,8276000.0
PAY-01041,E-Wallet,Paid,Mastercard,19295000.0
PAY-01042,Debit Card,Paid,Mastercard,2326060.0
PAY-01043,E-Wallet,Paid,Erajaya POS,18668030.0
PAY-01044,Bank Transfer,Paid,Mandiri,36097100.0
PAY-01045,QRIS,Paid,ShopeePay,35208160.0
PAY-01046,Bank Transfer,Paid,BCA,5499000.0
PAY-01047,Credit Card,Paid,BNI,2999000.0
PAY-01048,Credit Card,Paid,Mastercard,18096000.0
PAY-01049,Credit Card,Paid,Erajaya POS,43516120.0
PAY-01050,Debit Card,Paid,OVO,30213030.0
PAY-01051,QRIS,Paid,BRI,699000.0
PAY-01052,Debit Card,Paid,GoPay,7499000.0
PAY-01053,Debit Card,Paid,ShopeePay,15498000.0
PAY-01054,Bank Transfer,Paid,BNI,4999000.0
PAY-01055,E-Wallet,Paid,Visa,42696000.0
PAY-01056,Debit Card,Paid,Visa,15578000.0
PAY-01057,Bank Transfer,Paid,Mandiri,45897300.0
PAY-01058,E-Wallet,Paid,Mandiri,13298100.0
PAY-01059,QRIS,Paid,BNI,2685750.0
PAY-01060,QRIS,Paid,Mandiri,8501250.0
PAY-01061,Credit Card,Paid,Erajaya POS,53356240.0
PAY-01062,E-Wallet,Paid,Mandiri,41168030.0
PAY-01063,Debit Card,Paid,Mandiri,21726030.0
PAY-01064,QRIS,Paid,Erajaya POS,21491050.0
PAY-01065,Credit Card,Paid,Mastercard,8389000.0
PAY-01066,QRIS,Paid,BCA,9098000.0
PAY-01067,Debit Card,Paid,BNI,19698100.0
PAY-01068,Credit Card,Pending,Mastercard,4558030.0
PAY-01069,Credit Card,Paid,BRI,22999000.0
PAY-01070,Bank Transfer,Paid,Mastercard,23498000.0
PAY-01071,Credit Card,Pending,BNI,24937190.0
PAY-01072,Bank Transfer,Paid,BCA,19497000.0
PAY-01073,Credit Card,Paid,OVO,42196100.0
PAY-01074,QRIS,Paid,ShopeePay,39696000.0
PAY-01075,E-Wallet,Paid,Visa,18160060.0
PAY-01076,Credit Card,Paid,Mandiri,55995000.0
PAY-01077,Debit Card,Paid,Mandiri,56495000.0
PAY-01078,Credit Card,Paid,Mastercard,15519030.0
PAY-01079,Bank Transfer,Refunded,ShopeePay,14789080.0
PAY-01080,Cash,Paid,Mandiri,2909030.0
PAY-01081,Bank Transfer,Failed,Erajaya POS,22999000.0
PAY-01082,QRIS,Paid,Mastercard,25097000.0
PAY-01083,E-Wallet,Paid,ShopeePay,10669030.0
PAY-01084,Debit Card,Paid,ShopeePay,7999000.0
PAY-01085,Debit Card,Paid,Mandiri,5498000.0
PAY-01086,Bank Transfer,Paid,OVO,13362100.0
PAY-01087,Credit Card,Paid,BRI,1964000.0
PAY-01088,E-Wallet,Paid,Mandiri,31996000.0
PAY-01089,Credit Card,Paid,BCA,14249050.0
PAY-01090,Cash,Paid,ShopeePay,9998000.0
PAY-01091,QRIS,Paid,BNI,45025250.0
PAY-01092,Credit Card,Paid,Mandiri,17891060.0
PAY-01093,Credit Card,Paid,BRI,11937160.0
PAY-01094,QRIS,Refunded,Mastercard,14719080.0
PAY-01095,QRIS,Paid,BCA,17096000.0
PAY-01096,Credit Card,Paid,Visa,4499000.0
PAY-01097,Cash,Paid,BCA,7499000.0
PAY-01098,Credit Card,Refunded,BRI,26608110.0
PAY-01099,Bank Transfer,Paid,ShopeePay,38996000.0
PAY-01100,Bank Transfer,Paid,BNI,37495000.0
PAY-01101,Credit Card,Paid,OVO,32998000.0
PAY-01102,QRIS,Paid,GoPay,4999000.0
PAY-01103,Bank Transfer,Paid,BRI,32277080.0
PAY-01104,E-Wallet,Paid,BNI,19237030.0
PAY-01105,Credit Card,Paid,Visa,7197000.0
PAY-01106,Debit Card,Refunded,BNI,14275240.0
PAY-01107,Bank Transfer,Refunded,Mastercard,18969090.0
PAY-01108,QRIS,Pending,BCA,31395000.0
PAY-01109,QRIS,Paid,BCA,4999000.0
PAY-01110,QRIS,Paid,BCA,499000.0
PAY-01111,Credit Card,Paid,OVO,38995000.0
PAY-01112,E-Wallet,Paid,Erajaya POS,6547000.0
PAY-01113,QRIS,Paid,GoPay,11697000.0
PAY-01114,E-Wallet,Paid,BNI,64195200.0
PAY-01115,E-Wallet,Paid,Erajaya POS,33997000.0
PAY-01116,Credit Card,Paid,Mastercard,12198000.0
PAY-01117,Credit Card,Paid,BNI,31518030.0
PAY-01118,Credit Card,Paid,OVO,2215080.0
PAY-01119,Credit Card,Paid,Visa,33998000.0
PAY-01120,Cash,Paid,Erajaya POS,13898000.0
PAY-01121,Credit Card,Pending,OVO,48146060.0
PAY-01122,Bank Transfer,Paid,ShopeePay,18648050.0
PAY-01123,E-Wallet,Paid,OVO,23896000.0
PAY-01124,Bank Transfer,Paid,BNI,7398000.0
PAY-01125,Debit Card,Paid,BNI,10638100.0
PAY-01126,QRIS,Paid,Visa,29422030.0
PAY-01127,E-Wallet,Pending,ShopeePay,12798000.0
PAY-01128,Bank Transfer,Paid,Mandiri,30497100.0
PAY-01129,QRIS,Paid,Visa,11438240.0
PAY-01130,Cash,Paid,BRI,16995000.0
PAY-01131,Credit Card,Paid,BRI,2099000.0
PAY-01132,Credit Card,Paid,GoPay,11196000.0
PAY-01133,Bank Transfer,Paid,GoPay,4398000.0
PAY-01134,E-Wallet,Paid,GoPay,13499000.0
PAY-01135,Cash,Paid,ShopeePay,15697080.0
PAY-01136,Credit Card,Paid,Erajaya POS,5085000.0
PAY-01137,Cash,Paid,GoPay,39083400.0
PAY-01138,QRIS,Paid,GoPay,27649110.0
PAY-01139,Cash,Pending,Erajaya POS,7496160.0
PAY-01140,QRIS,Paid,BRI,28038080.0
PAY-01141,QRIS,Paid,Erajaya POS,1599000.0
PAY-01142,Bank Transfer,Paid,GoPay,36194000.0
PAY-01143,Debit Card,Paid,Erajaya POS,1292080.0
PAY-01144,E-Wallet,Paid,BCA,3858000.0
PAY-01145,QRIS,Paid,GoPay,12798000.0
PAY-01146,QRIS,Paid,ShopeePay,15498000.0
PAY-01147,Cash,Paid,OVO,7999000.0
PAY-01148,QRIS,Paid,Visa,59575460.0
PAY-01149,Credit Card,Paid,Visa,584100.0
PAY-01150,Debit Card,Paid,GoPay,24096050.0
PAY-01151,E-Wallet,Paid,Mastercard,15999000.0
PAY-01152,Bank Transfer,Paid,BRI,15999000.0
PAY-01153,Credit Card,Paid,GoPay,13497000.0
PAY-01154,Credit Card,Refunded,Erajaya POS,23096000.0
PAY-01155,E-Wallet,Paid,OVO,17622050.0
PAY-01156,Credit Card,Pending,BNI,15947120.0
PAY-01157,Credit Card,Paid,ShopeePay,12221030.0
PAY-01158,Bank Transfer,Paid,ShopeePay,15998000.0
PAY-01159,E-Wallet,Paid,Mastercard,26023050.0
PAY-01160,Bank Transfer,Paid,GoPay,48496000.0
PAY-01161,QRIS,Paid,Visa,44797100.0
PAY-01162,Debit Card,Paid,Visa,68746150.0
PAY-01163,Credit Card,Paid,BNI,29497000.0
PAY-01164,E-Wallet,Paid,Visa,21997000.0
PAY-01165,Credit Card,Pending,Visa,37127170.0
PAY-01166,Bank Transfer,Paid,Visa,37257250.0
PAY-01167,Credit Card,Paid,BNI,19194000.0
PAY-01168,Cash,Paid,GoPay,25697080.0
PAY-01169,Credit Card,Paid,Erajaya POS,12824050.0
PAY-01170,Debit Card,Paid,BNI,5979080.0
PAY-01171,Credit Card,Paid,OVO,19388180.0
PAY-01172,Debit Card,Paid,Visa,5678030.0
PAY-01173,QRIS,Failed,BCA,25337080.0
PAY-01174,E-Wallet,Paid,Mastercard,12818050.0
PAY-01175,QRIS,Paid,Mastercard,4499000.0
PAY-01176,Cash,Paid,BRI,14055060.0
PAY-01177,Bank Transfer,Paid,Mandiri,10273030.0
PAY-01178,E-Wallet,Paid,OVO,24498080.0
PAY-01179,QRIS,Paid,BRI,1599000.0
PAY-01180,Bank Transfer,Paid,BNI,26998000.0
PAY-01181,Debit Card,Paid,BCA,19027650.0
PAY-01182,Debit Card,Paid,Erajaya POS,7274030.0
PAY-01183,E-Wallet,Paid,BRI,13999000.0
PAY-01184,E-Wallet,Paid,BCA,699000.0
PAY-01185,QRIS,Paid,BCA,5948160.0
PAY-01186,Credit Card,Paid,BRI,55444150.0
PAY-01187,E-Wallet,Paid,Mandiri,15998000.0
PAY-01188,Credit Card,Pending,ShopeePay,48194200.0
PAY-01189,QRIS,Paid,BCA,15999000.0
PAY-01190,E-Wallet,Paid,GoPay,15397000.0
PAY-01191,Credit Card,Paid,BRI,19157000.0
PAY-01192,E-Wallet,Paid,BRI,22273030.0
PAY-01193,QRIS,Paid,BNI,1757200.0
PAY-01194,Debit Card,Paid,Mandiri,7701200.0
PAY-01195,Credit Card,Paid,Visa,15998000.0
PAY-01196,E-Wallet,Paid,ShopeePay,7199100.0
PAY-01197,QRIS,Paid,Mastercard,12577200.0
PAY-01198,Credit Card,Paid,Erajaya POS,25838100.0
PAY-01199,E-Wallet,Paid,Mandiri,42312360.0
PAY-01200,Credit Card,Failed,Erajaya POS,7847100.0
PAY-01201,Bank Transfer,Paid,BCA,10999000.0
PAY-01202,E-Wallet,Paid,Erajaya POS,5999000.0
PAY-01203,E-Wallet,Paid,Visa,6698000.0
PAY-01204,Bank Transfer,Refunded,Mandiri,6999000.0
PAY-01205,QRIS,Paid,ShopeePay,55296000.0
PAY-01206,Debit Card,Paid,Erajaya POS,4999000.0
PAY-01207,E-Wallet,Paid,GoPay,3598000.0
PAY-01208,Bank Transfer,Paid,OVO,36596000.0
PAY-01209,E-Wallet,Paid,Mandiri,13895000.0
PAY-01210,Debit Card,Paid,ShopeePay,19823150.0
PAY-01211,Credit Card,Pending,BNI,10998000.0
PAY-01212,Cash,Paid,Mandiri,10498000.0
PAY-01213,Cash,Failed,BRI,699000.0
PAY-01214,Debit Card,Refunded,Erajaya POS,15999000.0
PAY-01215,QRIS,Refunded,Visa,33088160.0
PAY-01216,Bank Transfer,Paid,BCA,24456080.0
PAY-01217,Credit Card,Paid,GoPay,12897200.0
PAY-01218,Credit Card,Paid,Visa,9373050.0
PAY-01219,E-Wallet,Paid,BNI,14846100.0
PAY-01220,Bank Transfer,Paid,BCA,6498000.0
PAY-01221,QRIS,Refunded,BCA,27817120.0
PAY-01222,Credit Card,Paid,Mastercard,16497000.0
PAY-01223,Bank Transfer,Paid,BCA,13499100.0
PAY-01224,Debit Card,Paid,ShopeePay,15387030.0
PAY-01225,E-Wallet,Paid,Visa,15589080.0
PAY-01226,Debit Card,Paid,Mastercard,22997000.0
PAY-01227,E-Wallet,Paid,Mastercard,6778000.0
PAY-01228,QRIS,Paid,BNI,26496000.0
PAY-01229,Debit Card,Paid,ShopeePay,28496000.0
PAY-01230,QRIS,Paid,BNI,10997000.0
PAY-01231,Credit Card,Paid,BNI,24468050.0
PAY-01232,Credit Card,Paid,GoPay,3838150.0
PAY-01233,Cash,Paid,Visa,2832680.0
PAY-01234,Debit Card,Paid,GoPay,26498000.0
PAY-01235,E-Wallet,Paid,Visa,24416120.0
PAY-01236,Bank Transfer,Paid,BCA,62714080.0
PAY-01237,E-Wallet,Paid,Visa,49116080.0
PAY-01238,Credit Card,Refunded,Mastercard,47646100.0
PAY-01239,Credit Card,Paid,BNI,11498000.0
PAY-01240,QRIS,Paid,GoPay,23698000.0
PAY-01241,E-Wallet,Paid,Mandiri,6994080.0
PAY-01242,Credit Card,Paid,ShopeePay,31693000.0
PAY-01243,Bank Transfer,Paid,ShopeePay,35098200.0
PAY-01244,E-Wallet,Paid,ShopeePay,28866170.0
PAY-01245,Bank Transfer,Paid,BCA,12998000.0
PAY-01246,QRIS,Paid,BCA,24486030.0
PAY-01247,QRIS,Paid,GoPay,15435100.0
PAY-01248,Debit Card,Paid,Mandiri,38795000.0
PAY-01249,QRIS,Paid,Visa,42242030.0
PAY-01250,Bank Transfer,Paid,BCA,24297200.0
PAY-01251,Cash,Paid,Mandiri,12213130.0
PAY-01252,QRIS,Pending,BCA,43276160.0
PAY-01253,Bank Transfer,Paid,Erajaya POS,18597150.0
PAY-01254,Bank Transfer,Paid,Mandiri,6299000.0
PAY-01255,Cash,Paid,Mandiri,8697000.0
PAY-01256,Credit Card,Paid,Mastercard,44664100.0
PAY-01257,QRIS,Paid,BRI,16787130.0
PAY-01258,QRIS,Paid,ShopeePay,41196100.0
PAY-01259,Debit Card,Paid,ShopeePay,38194000.0
PAY-01260,Credit Card,Paid,Visa,74696100.0
PAY-01261,Bank Transfer,Paid,BCA,32245390.0
PAY-01262,Bank Transfer,Paid,BNI,13378000.0
PAY-01263,Credit Card,Paid,BRI,40797000.0
PAY-01264,Bank Transfer,Paid,GoPay,114893100.0
PAY-01265,Credit Card,Paid,BNI,30958080.0
PAY-01266,Bank Transfer,Paid,BRI,12599000.0
PAY-01267,E-Wallet,Paid,ShopeePay,20795050.0
PAY-01268,E-Wallet,Paid,BRI,23357130.0
PAY-01269,Credit Card,Paid,BRI,8323500.0
PAY-01270,Credit Card,Paid,BNI,4999000.0
PAY-01271,Credit Card,Failed,BNI,11362050.0
PAY-01272,Credit Card,Paid,GoPay,14998000.0
PAY-01273,E-Wallet,Paid,Mandiri,18914400.0
PAY-01274,QRIS,Paid,Mandiri,7898000.0
PAY-01275,QRIS,Paid,BCA,70113660.0
PAY-01276,E-Wallet,Paid,ShopeePay,16667030.0
PAY-01277,Credit Card,Paid,Visa,57996000.0
PAY-01278,QRIS,Paid,GoPay,49494000.0
PAY-01279,Credit Card,Paid,BCA,11398080.0
PAY-01280,QRIS,Paid,Erajaya POS,29447150.0
PAY-01281,Credit Card,Paid,Visa,21195000.0
PAY-01282,Credit Card,Refunded,Mastercard,31497000.0
PAY-01283,Debit Card,Paid,OVO,2378000.0
PAY-01284,Cash,Paid,Erajaya POS,8744030.0
PAY-01285,E-Wallet,Paid,BCA,16347110.0
PAY-01286,E-Wallet,Paid,ShopeePay,26836250.0
PAY-01287,E-Wallet,Paid,BNI,68696000.0
PAY-01288,E-Wallet,Paid,OVO,23827080.0
PAY-01289,Credit Card,Paid,Visa,8428130.0
PAY-01290,QRIS,Paid,Mastercard,3299000.0
PAY-01291,Bank Transfer,Paid,GoPay,24076000.0
PAY-01292,QRIS,Paid,OVO,7499000.0
PAY-01293,Credit Card,Paid,BNI,51995000.0
PAY-01294,QRIS,Paid,Mastercard,7278000.0
PAY-01295,QRIS,Paid,BNI,9097000.0
PAY-01296,Credit Card,Failed,Mastercard,3499000.0
PAY-01297,Debit Card,Refunded,GoPay,51797000.0
PAY-01298,Debit Card,Paid,ShopeePay,14698000.0
PAY-01299,QRIS,Paid,Erajaya POS,23696000.0
PAY-01300,E-Wallet,Paid,Visa,26596000.0
PAY-01301,Credit Card,Paid,Visa,14249050.0
PAY-01302,Credit Card,Paid,Visa,32047100.0
PAY-01303,Bank Transfer,Failed,BNI,34721080.0
PAY-01304,Credit Card,Paid,ShopeePay,28498000.0
PAY-01305,E-Wallet,Paid,BNI,20797100.0
PAY-01306,Debit Card,Paid,ShopeePay,33097000.0
PAY-01307,QRIS,Paid,Erajaya POS,37081050.0
PAY-01308,Cash,Paid,BRI,36498000.0
PAY-01309,Credit Card,Failed,OVO,48997000.0
PAY-01310,Debit Card,Failed,Erajaya POS,16195080.0
PAY-01311,Credit Card,Paid,BCA,53357060.0
PAY-01312,QRIS,Paid,BRI,33596030.0
PAY-01313,Cash,Paid,OVO,32034150.0
PAY-01314,Bank Transfer,Paid,OVO,13648050.0
PAY-01315,Bank Transfer,Paid,BRI,20391080.0
PAY-01316,Credit Card,Paid,Erajaya POS,41998000.0
PAY-01317,QRIS,Paid,BRI,31856120.0
PAY-01318,E-Wallet,Paid,GoPay,24997000.0
PAY-01319,QRIS,Paid,OVO,26997000.0
PAY-01320,QRIS,Paid,ShopeePay,5661120.0
PAY-01321,Credit Card,Paid,GoPay,57637080.0
PAY-01322,QRIS,Paid,OVO,42994000.0
PAY-01323,Bank Transfer,Paid,BRI,10138080.0
PAY-01324,E-Wallet,Refunded,Mastercard,28377080.0
PAY-01325,Debit Card,Paid,ShopeePay,16999000.0
PAY-01326,QRIS,Paid,Mastercard,15322150.0
PAY-01327,Debit Card,Paid,BNI,43892000.0
PAY-01328,Credit Card,Paid,BNI,7298000.0
PAY-01329,Credit Card,Paid,GoPay,15917160.0
PAY-01330,Credit Card,Paid,Erajaya POS,44219050.0
PAY-01331,Bank Transfer,Paid,Mandiri,13497000.0
PAY-01332,Debit Card,Paid,Visa,27272030.0
PAY-01333,QRIS,Paid,GoPay,16195000.0
PAY-01334,QRIS,Paid,BCA,31297000.0
PAY-01335,Credit Card,Paid,ShopeePay,39116060.0
PAY-01336,Credit Card,Paid,OVO,3499000.0
PAY-01337,Debit Card,Paid,Mastercard,44998000.0
PAY-01338,Bank Transfer,Paid,BCA,16796000.0
PAY-01339,Cash,Paid,BCA,27998000.0
PAY-01340,Bank Transfer,Paid,Erajaya POS,17296000.0
PAY-01341,QRIS,Paid,OVO,9998000.0
PAY-01342,Cash,Paid,Erajaya POS,17302690.0
PAY-01343,Credit Card,Paid,ShopeePay,23898100.0
PAY-01344,Bank Transfer,Paid,OVO,23797000.0
PAY-01345,E-Wallet,Paid,Mastercard,55891030.0
PAY-01346,Cash,Paid,GoPay,6078000.0
PAY-01347,Bank Transfer,Paid,OVO,22696200.0
PAY-01348,Credit Card,Paid,ShopeePay,35910110.0
PAY-01349,E-Wallet,Paid,GoPay,24638240.0
PAY-01350,Bank Transfer,Paid,BNI,15013080.0
PAY-01351,Cash,Failed,BNI,7623050.0
PAY-01352,QRIS,Paid,Mandiri,10597000.0
PAY-01353,Credit Card,Paid,OVO,15073080.0
PAY-01354,Credit Card,Paid,OVO,15999000.0
PAY-01355,QRIS,Paid,Mandiri,11997000.0
PAY-01356,Cash,Paid,BRI,11839290.0
PAY-01357,Credit Card,Paid,Mastercard,7623150.0
PAY-01358,Debit Card,Paid,BRI,38192000.0
PAY-01359,Credit Card,Paid,Mastercard,30090130.0
PAY-01360,QRIS,Paid,Erajaya POS,11996000.0
PAY-01361,Bank Transfer,Paid,Erajaya POS,31498000.0
PAY-01362,Debit Card,Paid,Mastercard,62365030.0
PAY-01363,Cash,Paid,GoPay,18996000.0
PAY-01364,Debit Card,Paid,BRI,19098000.0
PAY-01365,Credit Card,Paid,BCA,2657230.0
PAY-01366,QRIS,Paid,OVO,6499000.0
PAY-01367,QRIS,Paid,BNI,1173060.0
PAY-01368,Credit Card,Paid,Mastercard,10698000.0
PAY-01369,Credit Card,Paid,GoPay,23397160.0
PAY-01370,Bank Transfer,Paid,Erajaya POS,30905120.0
PAY-01371,Credit Card,Paid,BCA,2986630.0
PAY-01372,Cash,Paid,Mandiri,21197100.0
PAY-01373,QRIS,Paid,ShopeePay,33997000.0
PAY-01374,Cash,Paid,OVO,12856300.0
PAY-01375,Credit Card,Paid,Mandiri,13336550.0
PAY-01376,E-Wallet,Paid,ShopeePay,7743100.0
PAY-01377,E-Wallet,Paid,Mandiri,24986230.0
PAY-01378,Debit Card,Paid,OVO,4699000.0
PAY-01379,E-Wallet,Paid,GoPay,21258180.0
PAY-01380,Debit Card,Paid,OVO,17697000.0
PAY-01381,Cash,Paid,BNI,23176360.0
PAY-01382,QRIS,Paid,BNI,28345050.0
PAY-01383,QRIS,Paid,Erajaya POS,31575120.0
PAY-01384,QRIS,Paid,Mandiri,3398000.0
PAY-01385,Bank Transfer,Paid,BRI,14898050.0
PAY-01386,Debit Card,Paid,ShopeePay,22596000.0
PAY-01387,QRIS,Failed,BRI,30747100.0
PAY-01388,QRIS,Paid,Mandiri,58493100.0
PAY-01389,E-Wallet,Paid,Visa,37276000.0
PAY-01390,Bank Transfer,Paid,Mandiri,12999000.0
PAY-01391,Bank Transfer,Paid,BCA,15222110.0
PAY-01392,Bank Transfer,Failed,ShopeePay,29796180.0
PAY-01393,Debit Card,Paid,Visa,17497100.0
PAY-01394,Cash,Paid,Mastercard,7598100.0
PAY-01395,Bank Transfer,Paid,BNI,33227130.0
PAY-01396,Cash,Paid,Mastercard,47496000.0
PAY-01397,Debit Card,Paid,ShopeePay,12623150.0
PAY-01398,Credit Card,Paid,Visa,28196000.0
PAY-01399,Cash,Paid,GoPay,19798200.0
PAY-01400,Bank Transfer,Paid,OVO,23836360.0
PAY-01401,E-Wallet,Paid,ShopeePay,15047000.0
PAY-01402,Debit Card,Paid,BRI,9102120.0
PAY-01403,E-Wallet,Paid,Mandiri,26437060.0
PAY-01404,QRIS,Paid,Mandiri,7447050.0
PAY-01405,Credit Card,Paid,OVO,46997000.0
PAY-01406,Cash,Paid,Visa,23499000.0
PAY-01407,QRIS,Paid,ShopeePay,18106030.0
PAY-01408,Credit Card,Paid,Mandiri,26361100.0
PAY-01409,Credit Card,Paid,Visa,39497000.0
PAY-01410,Cash,Paid,Mandiri,44846150.0
PAY-01411,QRIS,Paid,Visa,8967100.0
PAY-01412,Bank Transfer,Paid,Erajaya POS,7694000.0
PAY-01413,Debit Card,Pending,BNI,11499000.0
PAY-01414,E-Wallet,Paid,BNI,35464210.0
PAY-01415,Credit Card,Paid,BRI,7897000.0
PAY-01416,Credit Card,Paid,Mandiri,36417230.0
PAY-01417,Debit Card,Paid,Mandiri,42226100.0
PAY-01418,Credit Card,Paid,OVO,12008050.0
PAY-01419,Bank Transfer,Paid,BCA,5599000.0
PAY-01420,E-Wallet,Paid,BCA,29043050.0
PAY-01421,QRIS,Paid,GoPay,14597080.0
PAY-01422,Cash,Paid,Mastercard,5399100.0
PAY-01423,QRIS,Paid,GoPay,37775000.0
PAY-01424,Cash,Paid,Erajaya POS,16428080.0
PAY-01425,Credit Card,Pending,Mandiri,5799000.0
PAY-01426,Bank Transfer,Paid,Erajaya POS,5498000.0
PAY-01427,Credit Card,Paid,Erajaya POS,38797000.0
PAY-01428,E-Wallet,Paid,BRI,23798000.0
PAY-01429,Credit Card,Paid,GoPay,47196000.0
PAY-01430,E-Wallet,Failed,OVO,3219080.0
PAY-01431,Credit Card,Paid,Mastercard,6174050.0
PAY-01432,Bank Transfer,Refunded,Visa,17898100.0
PAY-01433,Bank Transfer,Paid,BNI,47657120.0
PAY-01434,QRIS,Paid,BCA,42795000.0
PAY-01435,E-Wallet,Paid,BNI,5397000.0
PAY-01436,Credit Card,Paid,BCA,15897000.0
PAY-01437,E-Wallet,Paid,Erajaya POS,24998000.0
PAY-01438,E-Wallet,Paid,Mastercard,8200080.0
PAY-01439,QRIS,Paid,ShopeePay,1599000.0
PAY-01440,QRIS,Paid,Visa,2956030.0
PAY-01441,QRIS,Paid,BRI,15007500.0
PAY-01442,E-Wallet,Paid,GoPay,14676000.0
PAY-01443,E-Wallet,Paid,ShopeePay,11049150.0
PAY-01444,QRIS,Paid,Erajaya POS,24996000.0
PAY-01445,Credit Card,Paid,BCA,37927030.0
PAY-01446,QRIS,Paid,BCA,31105030.0
PAY-01447,E-Wallet,Paid,BNI,76094060.0
PAY-01448,Debit Card,Paid,BNI,28499000.0
PAY-01449,Bank Transfer,Paid,BCA,3799050.0
PAY-01450,QRIS,Paid,Mastercard,19662230.0
PAY-01451,Bank Transfer,Paid,Visa,24737150.0
PAY-01452,Bank Transfer,Paid,Mandiri,43794360.0
PAY-01453,QRIS,Paid,BRI,43275120.0
PAY-01454,Debit Card,Paid,BNI,10923100.0
PAY-01455,Credit Card,Pending,Visa,35636210.0
PAY-01456,E-Wallet,Paid,GoPay,53497000.0
PAY-01457,E-Wallet,Paid,BRI,66596100.0
PAY-01458,QRIS,Refunded,Visa,11814120.0
PAY-01459,Bank Transfer,Paid,Mastercard,22998000.0
PAY-01460,Cash,Paid,BNI,11001280.0
PAY-01461,QRIS,Paid,GoPay,11998000.0
PAY-01462,Credit Card,Paid,Visa,4398000.0
PAY-01463,Credit Card,Paid,BNI,100493000.0
PAY-01464,E-Wallet,Paid,Erajaya POS,5878000.0
PAY-01465,Credit Card,Paid,OVO,96495000.0
PAY-01466,Cash,Paid,Erajaya POS,49495000.0
PAY-01467,Credit Card,Paid,BCA,2999000.0
PAY-01468,QRIS,Refunded,OVO,15852150.0
PAY-01469,Credit Card,Paid,Mastercard,5628100.0
PAY-01470,E-Wallet,Paid,Erajaya POS,27446100.0
PAY-01471,Bank Transfer,Paid,BNI,46018170.0
PAY-01472,E-Wallet,Paid,ShopeePay,34141090.0
PAY-01473,Cash,Paid,BNI,28731030.0
PAY-01474,QRIS,Paid,Erajaya POS,16113080.0
PAY-01475,Cash,Paid,ShopeePay,39938190.0
PAY-01476,Credit Card,Paid,BRI,56894100.0
