inventory_id,snapshot_date,store_id,product_id,stock_quantity,reorder_level,stock_status
INV-STORE-007-PROD-0042,2025-05-31,STORE-007,PROD-0042,113,23,Available
INV-STORE-007-PROD-0043,2025-05-31,STORE-007,PROD-0043,109,6,Available
INV-STORE-007-PROD-0044,2025-05-31,STORE-007,PROD-0044,42,21,Available
INV-STORE-007-PROD-0045,2025-05-31,STORE-007,PROD-0045,14,24,Low Stock
INV-STORE-007-PROD-0046,2025-05-31,STORE-007,PROD-0046,107,23,Available
INV-STORE-007-PROD-0047,2025-05-31,STORE-007,PROD-0047,91,25,Available
INV-STORE-007-PROD-0048,2025-05-31,STORE-007,PROD-0048,23,14,Available
INV-STORE-007-PROD-0049,2025-05-31,STORE-007,PROD-0049,8,23,Low Stock
INV-STORE-007-PROD-0050,2025-05-31,STORE-007,PROD-0050,97,16,Available
INV-STORE-007-PROD-0051,2025-05-31,STORE-007,PROD-0051,13,15,Low Stock
INV-STORE-007-PROD-0052,2025-05-31,STORE-007,PROD-0052,8,18,Low Stock
INV-STORE-007-PROD-0053,2025-05-31,STORE-007,PROD-0053,102,12,Available
INV-STORE-007-PROD-0054,2025-05-31,STORE-007,PROD-0054,79,24,Available
INV-STORE-007-PROD-0055,2025-05-31,STORE-007,PROD-0055,2,22,Low Stock
INV-STORE-007-PROD-0056,2025-05-31,STORE-007,PROD-0056,28,7,Available
INV-STORE-007-PROD-0057,2025-05-31,STORE-007,PROD-0057,27,9,Available
INV-STORE-007-PROD-0058,2025-05-31,STORE-007,PROD-0058,105,11,Available
INV-STORE-007-PROD-0059,2025-05-31,STORE-007,PROD-0059,99,20,Available
INV-STORE-007-PROD-0060,2025-05-31,STORE-007,PROD-0060,75,17,Available
INV-STORE-007-PROD-0061,2025-05-31,STORE-007,PROD-0061,5,5,Available
INV-STORE-007-PROD-0062,2025-05-31,STORE-007,PROD-0062,15,9,Available
INV-STORE-007-PROD-0063,2025-05-31,STORE-007,PROD-0063,10,12,Low Stock
INV-STORE-007-PROD-0064,2025-05-31,STORE-007,PROD-0064,107,12,Available
INV-STORE-007-PROD-0065,2025-05-31,STORE-007,PROD-0065,14,16,Low Stock
INV-STORE-007-PROD-0066,2025-05-31,STORE-007,PROD-0066,107,22,Available
INV-STORE-007-PROD-0067,2025-05-31,STORE-007,PROD-0067,28,18,Available
INV-STORE-007-PROD-0068,2025-05-31,STORE-007,PROD-0068,5,17,Low Stock
INV-STORE-007-PROD-0069,2025-05-31,STORE-007,PROD-0069,5,9,Low Stock
INV-STORE-007-PROD-0070,2025-05-31,STORE-007,PROD-0070,91,9,Available
INV-STORE-007-PROD-0071,2025-05-31,STORE-007,PROD-0071,104,17,Available
INV-STORE-007-PROD-0072,2025-05-31,STORE-007,PROD-0072,13,18,Low Stock
INV-STORE-007-PROD-0073,2025-05-31,STORE-007,PROD-0073,9,7,Available
INV-STORE-007-PROD-0074,2025-05-31,STORE-007,PROD-0074,1,5,Low Stock
INV-STORE-007-PROD-0075,2025-05-31,STORE-007,PROD-0075,107,23,Available
INV-STORE-007-PROD-0076,2025-05-31,STORE-007,PROD-0076,81,20,Available
INV-STORE-007-PROD-0077,2025-05-31,STORE-007,PROD-0077,117,18,Available
INV-STORE-007-PROD-0078,2025-05-31,STORE-007,PROD-0078,39,12,Available
INV-STORE-007-PROD-0079,2025-05-31,STORE-007,PROD-0079,20,24,Low Stock
INV-STORE-007-PROD-0080,2025-05-31,STORE-007,PROD-0080,99,17,Available
INV-STORE-007-PROD-0081,2025-05-31,STORE-007,PROD-0081,119,18,Available
INV-STORE-007-PROD-0082,2025-05-31,STORE-007,PROD-0082,83,16,Available
INV-STORE-007-PROD-0083,2025-05-31,STORE-007,PROD-0083,68,25,Available
INV-STORE-007-PROD-0084,2025-05-31,STORE-007,PROD-0084,5,6,Low Stock
INV-STORE-007-PROD-0085,2025-05-31,STORE-007,PROD-0085,64,11,Available
INV-STORE-007-PROD-0086,2025-05-31,STORE-007,PROD-0086,16,10,Available
INV-STORE-007-PROD-0087,2025-05-31,STORE-007,PROD-0087,27,23,Available
INV-STORE-007-PROD-0088,2025-05-31,STORE-007,PROD-0088,53,16,Available
INV-STORE-007-PROD-0089,2025-05-31,STORE-007,PROD-0089,80,7,Available
INV-STORE-007-PROD-0090,2025-05-31,STORE-007,PROD-0090,23,7,Available
INV-STORE-007-PROD-0091,2025-05-31,STORE-007,PROD-0091,2,18,Low Stock
INV-STORE-007-PROD-0092,2025-05-31,STORE-007,PROD-0092,81,5,Available
INV-STORE-007-PROD-0093,2025-05-31,STORE-007,PROD-0093,28,23,Available
INV-STORE-007-PROD-0094,2025-05-31,STORE-007,PROD-0094,22,7,Available
INV-STORE-007-PROD-0095,2025-05-31,STORE-007,PROD-0095,115,21,Available
INV-STORE-007-PROD-0096,2025-05-31,STORE-007,PROD-0096,82,14,Available
INV-STORE-007-PROD-0097,2025-05-31,STORE-007,PROD-0097,53,20,Available
INV-STORE-007-PROD-0098,2025-05-31,STORE-007,PROD-0098,119,12,Available
INV-STORE-007-PROD-0099,2025-05-31,STORE-007,PROD-0099,54,19,Available
INV-STORE-007-PROD-0100,2025-05-31,STORE-007,PROD-0100,105,7,Available
INV-STORE-008-PROD-0001,2025-05-31,STORE-008,PROD-0001,10,19,Low Stock
INV-STORE-008-PROD-0002,2025-05-31,STORE-008,PROD-0002,30,6,Available
INV-STORE-008-PROD-0003,2025-05-31,STORE-008,PROD-0003,40,15,Available
INV-STORE-008-PROD-0004,2025-05-31,STORE-008,PROD-0004,112,8,Available
INV-STORE-008-PROD-0005,2025-05-31,STORE-008,PROD-0005,41,25,Available
INV-STORE-008-PROD-0006,2025-05-31,STORE-008,PROD-0006,30,24,Available
INV-STORE-008-PROD-0007,2025-05-31,STORE-008,PROD-0007,8,12,Low Stock
INV-STORE-008-PROD-0008,2025-05-31,STORE-008,PROD-0008,18,11,Available
INV-STORE-008-PROD-0009,2025-05-31,STORE-008,PROD-0009,91,20,Available
INV-STORE-008-PROD-0010,2025-05-31,STORE-008,PROD-0010,76,16,Available
INV-STORE-008-PROD-0011,2025-05-31,STORE-008,PROD-0011,20,11,Available
INV-STORE-008-PROD-0012,2025-05-31,STORE-008,PROD-0012,96,12,Available
INV-STORE-008-PROD-0013,2025-05-31,STORE-008,PROD-0013,45,20,Available
INV-STORE-008-PROD-0014,2025-05-31,STORE-008,PROD-0014,9,9,Available
INV-STORE-008-PROD-0015,2025-05-31,STORE-008,PROD-0015,68,10,Available
INV-STORE-008-PROD-0016,2025-05-31,STORE-008,PROD-0016,68,5,Available
INV-STORE-008-PROD-0017,2025-05-31,STORE-008,PROD-0017,5,5,Available
INV-STORE-008-PROD-0018,2025-05-31,STORE-008,PROD-0018,0,9,Stockout
INV-STORE-008-PROD-0019,2025-05-31,STORE-008,PROD-0019,24,12,Available
INV-STORE-008-PROD-0020,2025-05-31,STORE-008,PROD-0020,93,17,Available
INV-STORE-008-PROD-0021,2025-05-31,STORE-008,PROD-0021,64,5,Available
INV-STORE-008-PROD-0022,2025-05-31,STORE-008,PROD-0022,17,21,Low Stock
INV-STORE-008-PROD-0023,2025-05-31,STORE-008,PROD-0023,27,17,Available
INV-STORE-008-PROD-0024,2025-05-31,STORE-008,PROD-0024,53,20,Available
INV-STORE-008-PROD-0025,2025-05-31,STORE-008,PROD-0025,59,24,Available
INV-STORE-008-PROD-0026,2025-05-31,STORE-008,PROD-0026,118,23,Available
INV-STORE-008-PROD-0027,2025-05-31,STORE-008,PROD-0027,72,17,Available
INV-STORE-008-PROD-0028,2025-05-31,STORE-008,PROD-0028,2,9,Low Stock
INV-STORE-008-PROD-0029,2025-05-31,STORE-008,PROD-0029,35,19,Available
INV-STORE-008-PROD-0030,2025-05-31,STORE-008,PROD-0030,39,5,Available
INV-STORE-008-PROD-0031,2025-05-31,STORE-008,PROD-0031,98,6,Available
INV-STORE-008-PROD-0032,2025-05-31,STORE-008,PROD-0032,93,10,Available
INV-STORE-008-PROD-0033,2025-05-31,STORE-008,PROD-0033,110,18,Available
INV-STORE-008-PROD-0034,2025-05-31,STORE-008,PROD-0034,99,9,Available
INV-STORE-008-PROD-0035,2025-05-31,STORE-008,PROD-0035,84,15,Available
INV-STORE-008-PROD-0036,2025-05-31,STORE-008,PROD-0036,96,17,Available
INV-STORE-008-PROD-0037,2025-05-31,STORE-008,PROD-0037,96,11,Available
INV-STORE-008-PROD-0038,2025-05-31,STORE-008,PROD-0038,37,13,Available
INV-STORE-008-PROD-0039,2025-05-31,STORE-008,PROD-0039,4,7,Low Stock
INV-STORE-008-PROD-0040,2025-05-31,STORE-008,PROD-0040,93,22,Available
INV-STORE-008-PROD-0041,2025-05-31,STORE-008,PROD-0041,88,7,Available
INV-STORE-008-PROD-0042,2025-05-31,STORE-008,PROD-0042,106,13,Available
INV-STORE-008-PROD-0043,2025-05-31,STORE-008,PROD-0043,98,12,Available
INV-STORE-008-PROD-0044,2025-05-31,STORE-008,PROD-0044,110,12,Available
INV-STORE-008-PROD-0045,2025-05-31,STORE-008,PROD-0045,4,6,Low Stock
INV-STORE-008-PROD-0046,2025-05-31,STORE-008,PROD-0046,58,15,Available
INV-STORE-008-PROD-0047,2025-05-31,STORE-008,PROD-0047,75,19,Available
INV-STORE-008-PROD-0048,2025-05-31,STORE-008,PROD-0048,78,11,Available
INV-STORE-008-PROD-0049,2025-05-31,STORE-008,PROD-0049,48,25,Available
INV-STORE-008-PROD-0050,2025-05-31,STORE-008,PROD-0050,25,5,Available
INV-STORE-008-PROD-0051,2025-05-31,STORE-008,PROD-0051,105,23,Available
INV-STORE-008-PROD-0052,2025-05-31,STORE-008,PROD-0052,40,15,Available
INV-STORE-008-PROD-0053,2025-05-31,STORE-008,PROD-0053,15,7,Available
INV-STORE-008-PROD-0054,2025-05-31,STORE-008,PROD-0054,106,10,Available
INV-STORE-008-PROD-0055,2025-05-31,STORE-008,PROD-0055,12,20,Low Stock
INV-STORE-008-PROD-0056,2025-05-31,STORE-008,PROD-0056,19,21,Low Stock
INV-STORE-008-PROD-0057,2025-05-31,STORE-008,PROD-0057,119,5,Available
INV-STORE-008-PROD-0058,2025-05-31,STORE-008,PROD-0058,94,15,Available
INV-STORE-008-PROD-0059,2025-05-31,STORE-008,PROD-0059,26,10,Available
INV-STORE-008-PROD-0060,2025-05-31,STORE-008,PROD-0060,11,18,Low Stock
INV-STORE-008-PROD-0061,2025-05-31,STORE-008,PROD-0061,94,23,Available
INV-STORE-008-PROD-0062,2025-05-31,STORE-008,PROD-0062,94,13,Available
INV-STORE-008-PROD-0063,2025-05-31,STORE-008,PROD-0063,63,25,Available
INV-STORE-008-PROD-0064,2025-05-31,STORE-008,PROD-0064,27,25,Available
INV-STORE-008-PROD-0065,2025-05-31,STORE-008,PROD-0065,74,23,Available
INV-STORE-008-PROD-0066,2025-05-31,STORE-008,PROD-0066,59,11,Available
INV-STORE-008-PROD-0067,2025-05-31,STORE-008,PROD-0067,0,17,Stockout
INV-STORE-008-PROD-0068,2025-05-31,STORE-008,PROD-0068,90,13,Available
INV-STORE-008-PROD-0069,2025-05-31,STORE-008,PROD-0069,83,6,Available
INV-STORE-008-PROD-0070,2025-05-31,STORE-008,PROD-0070,38,15,Available
INV-STORE-008-PROD-0071,2025-05-31,STORE-008,PROD-0071,56,12,Available
INV-STORE-008-PROD-0072,2025-05-31,STORE-008,PROD-0072,0,11,Stockout
INV-STORE-008-PROD-0073,2025-05-31,STORE-008,PROD-0073,3,24,Low Stock
INV-STORE-008-PROD-0074,2025-05-31,STORE-008,PROD-0074,81,14,Available
INV-STORE-008-PROD-0075,2025-05-31,STORE-008,PROD-0075,13,21,Low Stock
INV-STORE-008-PROD-0076,2025-05-31,STORE-008,PROD-0076,96,6,Available
INV-STORE-008-PROD-0077,2025-05-31,STORE-008,PROD-0077,47,12,Available
INV-STORE-008-PROD-0078,2025-05-31,STORE-008,PROD-0078,84,7,Available
INV-STORE-008-PROD-0079,2025-05-31,STORE-008,PROD-0079,119,24,Available
INV-STORE-008-PROD-0080,2025-05-31,STORE-008,PROD-0080,24,13,Available
INV-STORE-008-PROD-0081,2025-05-31,STORE-008,PROD-0081,82,11,Available
INV-STORE-008-PROD-0082,2025-05-31,STORE-008,PROD-0082,76,14,Available
INV-STORE-008-PROD-0083,2025-05-31,STORE-008,PROD-0083,2,14,Low Stock
INV-STORE-008-PROD-0084,2025-05-31,STORE-008,PROD-0084,81,14,Available
INV-STORE-008-PROD-0085,2025-05-31,STORE-008,PROD-0085,82,6,Available
INV-STORE-008-PROD-0086,2025-05-31,STORE-008,PROD-0086,97,6,Available
INV-STORE-008-PROD-0087,2025-05-31,STORE-008,PROD-0087,73,19,Available
INV-STORE-008-PROD-0088,2025-05-31,STORE-008,PROD-0088,5,15,Low Stock
INV-STORE-008-PROD-0089,2025-05-31,STORE-008,PROD-0089,110,15,Available
INV-STORE-008-PROD-0090,2025-05-31,STORE-008,PROD-0090,74,25,Available
INV-STORE-008-PROD-0091,2025-05-31,STORE-008,PROD-0091,75,25,Available
INV-STORE-008-PROD-0092,2025-05-31,STORE-008,PROD-0092,3,11,Low Stock
INV-STORE-008-PROD-0093,2025-05-31,STORE-008,PROD-0093,70,10,Available
INV-STORE-008-PROD-0094,2025-05-31,STORE-008,PROD-0094,71,16,Available
INV-STORE-008-PROD-0095,2025-05-31,STORE-008,PROD-0095,64,9,Available
INV-STORE-008-PROD-0096,2025-05-31,STORE-008,PROD-0096,42,7,Available
INV-STORE-008-PROD-0097,2025-05-31,STORE-008,PROD-0097,93,10,Available
INV-STORE-008-PROD-0098,2025-05-31,STORE-008,PROD-0098,8,14,Low Stock
INV-STORE-008-PROD-0099,2025-05-31,STORE-008,PROD-0099,110,21,Available
INV-STORE-008-PROD-0100,2025-05-31,STORE-008,PROD-0100,76,16,Available
INV-STORE-009-PROD-0001,2025-05-31,STORE-009,PROD-0001,50,17,Available
INV-STORE-009-PROD-0002,2025-05-31,STORE-009,PROD-0002,27,17,Available
INV-STORE-009-PROD-0003,2025-05-31,STORE-009,PROD-0003,24,13,Available
INV-STORE-009-PROD-0004,2025-05-31,STORE-009,PROD-0004,0,14,Stockout
INV-STORE-009-PROD-0005,2025-05-31,STORE-009,PROD-0005,64,23,Available
INV-STORE-009-PROD-0006,2025-05-31,STORE-009,PROD-0006,107,21,Available
INV-STORE-009-PROD-0007,2025-05-31,STORE-009,PROD-0007,78,24,Available
INV-STORE-009-PROD-0008,2025-05-31,STORE-009,PROD-0008,50,19,Available
INV-STORE-009-PROD-0009,2025-05-31,STORE-009,PROD-0009,83,22,Available
INV-STORE-009-PROD-0010,2025-05-31,STORE-009,PROD-0010,4,15,Low Stock
INV-STORE-009-PROD-0011,2025-05-31,STORE-009,PROD-0011,7,14,Low Stock
INV-STORE-009-PROD-0012,2025-05-31,STORE-009,PROD-0012,40,16,Available
INV-STORE-009-PROD-0013,2025-05-31,STORE-009,PROD-0013,73,5,Available
INV-STORE-009-PROD-0014,2025-05-31,STORE-009,PROD-0014,114,10,Available
INV-STORE-009-PROD-0015,2025-05-31,STORE-009,PROD-0015,80,25,Available
INV-STORE-009-PROD-0016,2025-05-31,STORE-009,PROD-0016,38,10,Available
INV-STORE-009-PROD-0017,2025-05-31,STORE-009,PROD-0017,63,17,Available
INV-STORE-009-PROD-0018,2025-05-31,STORE-009,PROD-0018,116,19,Available
INV-STORE-009-PROD-0019,2025-05-31,STORE-009,PROD-0019,42,13,Available
INV-STORE-009-PROD-0020,2025-05-31,STORE-009,PROD-0020,88,23,Available
INV-STORE-009-PROD-0021,2025-05-31,STORE-009,PROD-0021,100,23,Available
INV-STORE-009-PROD-0022,2025-05-31,STORE-009,PROD-0022,66,24,Available
INV-STORE-009-PROD-0023,2025-05-31,STORE-009,PROD-0023,35,14,Available
INV-STORE-009-PROD-0024,2025-05-31,STORE-009,PROD-0024,39,6,Available
INV-STORE-009-PROD-0025,2025-05-31,STORE-009,PROD-0025,48,15,Available
INV-STORE-009-PROD-0026,2025-05-31,STORE-009,PROD-0026,81,17,Available
INV-STORE-009-PROD-0027,2025-05-31,STORE-009,PROD-0027,95,11,Available
INV-STORE-009-PROD-0028,2025-05-31,STORE-009,PROD-0028,76,5,Available
INV-STORE-009-PROD-0029,2025-05-31,STORE-009,PROD-0029,117,19,Available
INV-STORE-009-PROD-0030,2025-05-31,STORE-009,PROD-0030,5,24,Low Stock
INV-STORE-009-PROD-0031,2025-05-31,STORE-009,PROD-0031,81,12,Available
INV-STORE-009-PROD-0032,2025-05-31,STORE-009,PROD-0032,8,9,Low Stock
INV-STORE-009-PROD-0033,2025-05-31,STORE-009,PROD-0033,50,16,Available
INV-STORE-009-PROD-0034,2025-05-31,STORE-009,PROD-0034,59,25,Available
INV-STORE-009-PROD-0035,2025-05-31,STORE-009,PROD-0035,100,9,Available
INV-STORE-009-PROD-0036,2025-05-31,STORE-009,PROD-0036,49,15,Available
INV-STORE-009-PROD-0037,2025-05-31,STORE-009,PROD-0037,4,10,Low Stock
INV-STORE-009-PROD-0038,2025-05-31,STORE-009,PROD-0038,8,13,Low Stock
INV-STORE-009-PROD-0039,2025-05-31,STORE-009,PROD-0039,85,18,Available
INV-STORE-009-PROD-0040,2025-05-31,STORE-009,PROD-0040,116,25,Available
INV-STORE-009-PROD-0041,2025-05-31,STORE-009,PROD-0041,30,25,Available
INV-STORE-009-PROD-0042,2025-05-31,STORE-009,PROD-0042,44,19,Available
INV-STORE-009-PROD-0043,2025-05-31,STORE-009,PROD-0043,35,13,Available
INV-STORE-009-PROD-0044,2025-05-31,STORE-009,PROD-0044,117,14,Available
INV-STORE-009-PROD-0045,2025-05-31,STORE-009,PROD-0045,65,8,Available
INV-STORE-009-PROD-0046,2025-05-31,STORE-009,PROD-0046,111,11,Available
INV-STORE-009-PROD-0047,2025-05-31,STORE-009,PROD-0047,120,7,Available
INV-STORE-009-PROD-0048,2025-05-31,STORE-009,PROD-0048,25,17,Available
INV-STORE-009-PROD-0049,2025-05-31,STORE-009,PROD-0049,71,11,Available
INV-STORE-009-PROD-0050,2025-05-31,STORE-009,PROD-0050,79,12,Available
INV-STORE-009-PROD-0051,2025-05-31,STORE-009,PROD-0051,1,11,Low Stock
INV-STORE-009-PROD-0052,2025-05-31,STORE-009,PROD-0052,34,25,Available
INV-STORE-009-PROD-0053,2025-05-31,STORE-009,PROD-0053,62,8,Available
INV-STORE-009-PROD-0054,2025-05-31,STORE-009,PROD-0054,29,8,Available
INV-STORE-009-PROD-0055,2025-05-31,STORE-009,PROD-0055,109,17,Available
INV-STORE-009-PROD-0056,2025-05-31,STORE-009,PROD-0056,15,18,Low Stock
INV-STORE-009-PROD-0057,2025-05-31,STORE-009,PROD-0057,24,7,Available
INV-STORE-009-PROD-0058,2025-05-31,STORE-009,PROD-0058,99,19,Available
INV-STORE-009-PROD-0059,2025-05-31,STORE-009,PROD-0059,72,9,Available
INV-STORE-009-PROD-0060,2025-05-31,STORE-009,PROD-0060,13,22,Low Stock
INV-STORE-009-PROD-0061,2025-05-31,STORE-009,PROD-0061,69,19,Available
INV-STORE-009-PROD-0062,2025-05-31,STORE-009,PROD-0062,41,7,Available
INV-STORE-009-PROD-0063,2025-05-31,STORE-009,PROD-0063,81,23,Available
INV-STORE-009-PROD-0064,2025-05-31,STORE-009,PROD-0064,83,15,Available
INV-STORE-009-PROD-0065,2025-05-31,STORE-009,PROD-0065,50,10,Available
INV-STORE-009-PROD-0066,2025-05-31,STORE-009,PROD-0066,31,24,Available
INV-STORE-009-PROD-0067,2025-05-31,STORE-009,PROD-0067,29,5,Available
INV-STORE-009-PROD-0068,2025-05-31,STORE-009,PROD-0068,106,7,Available
INV-STORE-009-PROD-0069,2025-05-31,STORE-009,PROD-0069,5,13,Low Stock
INV-STORE-009-PROD-0070,2025-05-31,STORE-009,PROD-0070,120,14,Available
INV-STORE-009-PROD-0071,2025-05-31,STORE-009,PROD-0071,52,8,Available
INV-STORE-009-PROD-0072,2025-05-31,STORE-009,PROD-0072,44,21,Available
INV-STORE-009-PROD-0073,2025-05-31,STORE-009,PROD-0073,94,22,Available
INV-STORE-009-PROD-0074,2025-05-31,STORE-009,PROD-0074,119,19,Available
INV-STORE-009-PROD-0075,2025-05-31,STORE-009,PROD-0075,3,5,Low Stock
INV-STORE-009-PROD-0076,2025-05-31,STORE-009,PROD-0076,102,19,Available
INV-STORE-009-PROD-0077,2025-05-31,STORE-009,PROD-0077,38,24,Available
INV-STORE-009-PROD-0078,2025-05-31,STORE-009,PROD-0078,57,17,Available
INV-STORE-009-PROD-0079,2025-05-31,STORE-009,PROD-0079,62,11,Available
INV-STORE-009-PROD-0080,2025-05-31,STORE-009,PROD-0080,51,10,Available
INV-STORE-009-PROD-0081,2025-05-31,STORE-009,PROD-0081,43,12,Available
INV-STORE-009-PROD-0082,2025-05-31,STORE-009,PROD-0082,1,10,Low Stock
INV-STORE-009-PROD-0083,2025-05-31,STORE-009,PROD-0083,104,15,Available
INV-STORE-009-PROD-0084,2025-05-31,STORE-009,PROD-0084,12,15,Low Stock
INV-STORE-009-PROD-0085,2025-05-31,STORE-009,PROD-0085,108,23,Available
INV-STORE-009-PROD-0086,2025-05-31,STORE-009,PROD-0086,14,23,Low Stock
INV-STORE-009-PROD-0087,2025-05-31,STORE-009,PROD-0087,8,8,Available
INV-STORE-009-PROD-0088,2025-05-31,STORE-009,PROD-0088,21,22,Low Stock
INV-STORE-009-PROD-0089,2025-05-31,STORE-009,PROD-0089,6,22,Low Stock
INV-STORE-009-PROD-0090,2025-05-31,STORE-009,PROD-0090,40,13,Available
INV-STORE-009-PROD-0091,2025-05-31,STORE-009,PROD-0091,118,16,Available
INV-STORE-009-PROD-0092,2025-05-31,STORE-009,PROD-0092,71,11,Available
INV-STORE-009-PROD-0093,2025-05-31,STORE-009,PROD-0093,76,21,Available
INV-STORE-009-PROD-0094,2025-05-31,STORE-009,PROD-0094,92,12,Available
INV-STORE-009-PROD-0095,2025-05-31,STORE-009,PROD-0095,53,14,Available
INV-STORE-009-PROD-0096,2025-05-31,STORE-009,PROD-0096,16,23,Low Stock
INV-STORE-009-PROD-0097,2025-05-31,STORE-009,PROD-0097,6,17,Low Stock
INV-STORE-009-PROD-0098,2025-05-31,STORE-009,PROD-0098,115,18,Available
INV-STORE-009-PROD-0099,2025-05-31,STORE-009,PROD-0099,57,9,Available
INV-STORE-009-PROD-0100,2025-05-31,STORE-009,PROD-0100,22,5,Available
INV-STORE-010-PROD-0001,2025-05-31,STORE-010,PROD-0001,41,23,Available
INV-STORE-010-PROD-0002,2025-05-31,STORE-010,PROD-0002,20,9,Available
INV-STORE-010-PROD-0003,2025-05-31,STORE-010,PROD-0003,67,10,Available
INV-STORE-010-PROD-0004,2025-05-31,STORE-010,PROD-0004,108,11,Available
INV-STORE-010-PROD-0005,2025-05-31,STORE-010,PROD-0005,70,15,Available
INV-STORE-010-PROD-0006,2025-05-31,STORE-010,PROD-0006,17,20,Low Stock
INV-STORE-010-PROD-0007,2025-05-31,STORE-010,PROD-0007,87,23,Available
INV-STORE-010-PROD-0008,2025-05-31,STORE-010,PROD-0008,25,8,Available
INV-STORE-010-PROD-0009,2025-05-31,STORE-010,PROD-0009,30,11,Available
INV-STORE-010-PROD-0010,2025-05-31,STORE-010,PROD-0010,48,24,Available
INV-STORE-010-PROD-0011,2025-05-31,STORE-010,PROD-0011,37,24,Available
INV-STORE-010-PROD-0012,2025-05-31,STORE-010,PROD-0012,84,5,Available
INV-STORE-010-PROD-0013,2025-05-31,STORE-010,PROD-0013,7,14,Low Stock
INV-STORE-010-PROD-0014,2025-05-31,STORE-010,PROD-0014,114,22,Available
INV-STORE-010-PROD-0015,2025-05-31,STORE-010,PROD-0015,21,17,Available
INV-STORE-010-PROD-0016,2025-05-31,STORE-010,PROD-0016,99,6,Available
INV-STORE-010-PROD-0017,2025-05-31,STORE-010,PROD-0017,115,5,Available
INV-STORE-010-PROD-0018,2025-05-31,STORE-010,PROD-0018,6,13,Low Stock
INV-STORE-010-PROD-0019,2025-05-31,STORE-010,PROD-0019,115,11,Available
INV-STORE-010-PROD-0020,2025-05-31,STORE-010,PROD-0020,43,13,Available
INV-STORE-010-PROD-0021,2025-05-31,STORE-010,PROD-0021,49,16,Available
INV-STORE-010-PROD-0022,2025-05-31,STORE-010,PROD-0022,23,8,Available
INV-STORE-010-PROD-0023,2025-05-31,STORE-010,PROD-0023,89,16,Available
INV-STORE-010-PROD-0024,2025-05-31,STORE-010,PROD-0024,108,25,Available
INV-STORE-010-PROD-0025,2025-05-31,STORE-010,PROD-0025,106,9,Available
INV-STORE-010-PROD-0026,2025-05-31,STORE-010,PROD-0026,37,24,Available
INV-STORE-010-PROD-0027,2025-05-31,STORE-010,PROD-0027,30,24,Available
INV-STORE-010-PROD-0028,2025-05-31,STORE-010,PROD-0028,55,7,Available
INV-STORE-010-PROD-0029,2025-05-31,STORE-010,PROD-0029,60,20,Available
INV-STORE-010-PROD-0030,2025-05-31,STORE-010,PROD-0030,25,23,Available
INV-STORE-010-PROD-0031,2025-05-31,STORE-010,PROD-0031,85,16,Available
INV-STORE-010-PROD-0032,2025-05-31,STORE-010,PROD-0032,89,17,Available
INV-STORE-010-PROD-0033,2025-05-31,STORE-010,PROD-0033,112,7,Available
INV-STORE-010-PROD-0034,2025-05-31,STORE-010,PROD-0034,51,8,Available
INV-STORE-010-PROD-0035,2025-05-31,STORE-010,PROD-0035,13,11,Available
INV-STORE-010-PROD-0036,2025-05-31,STORE-010,PROD-0036,91,14,Available
INV-STORE-010-PROD-0037,2025-05-31,STORE-010,PROD-0037,108,25,Available
INV-STORE-010-PROD-0038,2025-05-31,STORE-010,PROD-0038,15,24,Low Stock
INV-STORE-010-PROD-0039,2025-05-31,STORE-010,PROD-0039,4,5,Low Stock
INV-STORE-010-PROD-0040,2025-05-31,STORE-010,PROD-0040,33,8,Available
INV-STORE-010-PROD-0041,2025-05-31,STORE-010,PROD-0041,70,25,Available
INV-STORE-010-PROD-0042,2025-05-31,STORE-010,PROD-0042,13,16,Low Stock
INV-STORE-010-PROD-0043,2025-05-31,STORE-010,PROD-0043,85,14,Available
INV-STORE-010-PROD-0044,2025-05-31,STORE-010,PROD-0044,110,22,Available
INV-STORE-010-PROD-0045,2025-05-31,STORE-010,PROD-0045,60,22,Available
INV-STORE-010-PROD-0046,2025-05-31,STORE-010,PROD-0046,53,20,Available
INV-STORE-010-PROD-0047,2025-05-31,STORE-010,PROD-0047,63,22,Available
INV-STORE-010-PROD-0048,2025-05-31,STORE-010,PROD-0048,80,8,Available
INV-STORE-010-PROD-0049,2025-05-31,STORE-010,PROD-0049,14,10,Available
INV-STORE-010-PROD-0050,2025-05-31,STORE-010,PROD-0050,111,25,Available
INV-STORE-010-PROD-0051,2025-05-31,STORE-010,PROD-0051,24,14,Available
INV-STORE-010-PROD-0052,2025-05-31,STORE-010,PROD-0052,70,23,Available
INV-STORE-010-PROD-0053,2025-05-31,STORE-010,PROD-0053,38,8,Available
INV-STORE-010-PROD-0054,2025-05-31,STORE-010,PROD-0054,111,23,Available
INV-STORE-010-PROD-0055,2025-05-31,STORE-010,PROD-0055,73,17,Available
INV-STORE-010-PROD-0056,2025-05-31,STORE-010,PROD-0056,21,24,Low Stock
INV-STORE-010-PROD-0057,2025-05-31,STORE-010,PROD-0057,107,21,Available
INV-STORE-010-PROD-0058,2025-05-31,STORE-010,PROD-0058,16,17,Low Stock
INV-STORE-010-PROD-0059,2025-05-31,STORE-010,PROD-0059,9,11,Low Stock
INV-STORE-010-PROD-0060,2025-05-31,STORE-010,PROD-0060,106,5,Available
INV-STORE-010-PROD-0061,2025-05-31,STORE-010,PROD-0061,39,21,Available
