transaction_id,transaction_date,customer_id,store_id,channel_id,channel_name,channel_type,payment_id,salesperson_id
TRX-00993,2024-03-26 15:02:00,CUST-0928,STORE-022,CH_OFF,Offline Store,Offline,PAY-00993,EMP-030
TRX-00994,2024-12-10 19:07:00,CUST-0611,STORE-015,CH_OFF,Offline Store,Offline,PAY-00994,EMP-007
TRX-00995,2025-02-04 16:00:00,CUST-0180,STORE-004,CH_OFF,Offline Store,Offline,PAY-00995,EMP-043
TRX-00996,2025-04-11 14:50:00,CUST-0011,STORE-005,CH_OFF,Offline Store,Offline,PAY-00996,EMP-078
TRX-00997,2025-01-05 16:15:00,CUST-0335,STORE-003,CH_OFF,Offline Store,Offline,PAY-00997,EMP-062
TRX-00998,2024-03-31 11:58:00,CUST-0194,STORE-003,CH_OFF,Offline Store,Offline,PAY-00998,EMP-074
TRX-00999,2025-05-19 16:05:00,CUST-0717,STORE-001,CH_OFF,Offline Store,Offline,PAY-00999,EMP-025
TRX-01000,2025-01-26 09:21:00,CUST-0402,STORE-009,CH_OFF,Offline Store,Offline,PAY-01000,EMP-070
TRX-01001,2025-03-22 09:00:00,CUST-0230,STORE-010,CH_OFF,Offline Store,Offline,PAY-01001,EMP-042
TRX-01002,2024-09-27 18:50:00,CUST-0849,STORE-024,CH_OFF,Offline Store,Offline,PAY-01002,EMP-058
TRX-01003,2024-02-14 18:19:00,CUST-0450,STORE-024,CH_OFF,Offline Store,Offline,PAY-01003,EMP-028
TRX-01004,2025-01-03 18:45:00,CUST-0823,STORE-016,CH_MKT,Marketplace,Online,PAY-01004,
TRX-01005,2025-04-17 11:32:00,CUST-0467,STORE-005,CH_OFF,Offline Store,Offline,PAY-01005,EMP-022
TRX-01006,2024-09-21 19:24:00,CUST-0358,STORE-024,CH_OFF,Offline Store,Offline,PAY-01006,EMP-054
TRX-01007,2024-05-15 15:50:00,CUST-0035,STORE-020,CH_OFF,Offline Store,Offline,PAY-01007,EMP-057
TRX-01008,2024-03-28 09:28:00,CUST-0367,STORE-004,CH_OFF,Offline Store,Offline,PAY-01008,EMP-017
TRX-01009,2024-08-25 12:43:00,CUST-0248,STORE-002,CH_OFF,Offline Store,Offline,PAY-01009,EMP-019
TRX-01010,2024-09-21 20:14:00,CUST-0003,STORE-013,CH_OFF,Offline Store,Offline,PAY-01010,EMP-079
TRX-01011,2025-05-08 20:53:00,,STORE-013,CH_OFF,Offline Store,Offline,PAY-01011,EMP-034
TRX-01012,2024-01-11 13:10:00,CUST-0987,STORE-010,CH_WEB,Online Web,Online,PAY-01012,
TRX-01013,2025-04-02 17:25:00,,STORE-006,CH_OFF,Offline Store,Offline,PAY-01013,EMP-006
TRX-01014,2024-11-29 17:25:00,CUST-0945,STORE-007,CH_MKT,Marketplace,Online,PAY-01014,
TRX-01015,2025-01-05 21:26:00,CUST-0838,STORE-004,CH_WEB,Online Web,Online,PAY-01015,
TRX-01016,2024-11-27 10:44:00,,STORE-017,CH_OFF,Offline Store,Offline,PAY-01016,EMP-063
TRX-01017,2025-01-10 13:04:00,CUST-0543,STORE-016,CH_OFF,Offline Store,Offline,PAY-01017,EMP-080
TRX-01018,2024-01-19 21:06:00,CUST-0416,STORE-022,CH_OFF,Offline Store,Offline,PAY-01018,EMP-074
TRX-01019,2024-07-12 12:00:00,CUST-0382,STORE-017,CH_MKT,Marketplace,Online,PAY-01019,
TRX-01020,2025-02-14 16:04:00,CUST-0680,STORE-018,CH_OFF,Offline Store,Offline,PAY-01020,EMP-044
TRX-01021,2024-01-29 18:08:00,CUST-0586,STORE-005,CH_WEB,Online Web,Online,PAY-01021,
TRX-01022,2025-04-05 09:53:00,CUST-0663,STORE-007,CH_WEB,Online Web,Online,PAY-01022,
TRX-01023,2025-03-30 10:18:00,CUST-0997,STORE-001,CH_WEB,Online Web,Online,PAY-01023,
TRX-01024,2024-12-20 18:05:00,CUST-0559,STORE-008,CH_OFF,Offline Store,Offline,PAY-01024,EMP-009
TRX-01025,2025-03-20 20:50:00,CUST-0176,STORE-025,CH_OFF,Offline Store,Offline,PAY-01025,EMP-034
TRX-01026,2024-04-22 14:57:00,CUST-0729,STORE-010,CH_OFF,Offline Store,Offline,PAY-01026,EMP-029
TRX-01027,2024-02-01 20:03:00,CUST-0010,STORE-020,CH_MKT,Marketplace,Online,PAY-01027,
TRX-01028,2024-05-21 11:23:00,CUST-0158,STORE-002,CH_OFF,Offline Store,Offline,PAY-01028,EMP-029
TRX-01029,2024-12-06 11:29:00,CUST-0967,STORE-023,CH_MKT,Marketplace,Online,PAY-01029,
TRX-01030,2024-01-14 09:40:00,,STORE-009,CH_OFF,Offline Store,Offline,PAY-01030,EMP-017
TRX-01031,2025-03-01 20:30:00,CUST-0817,STORE-003,CH_OFF,Offline Store,Offline,PAY-01031,EMP-046
TRX-01032,2024-02-13 20:12:00,CUST-0577,STORE-001,CH_OFF,Offline Store,Offline,PAY-01032,EMP-074
TRX-01033,2025-04-07 17:31:00,CUST-0756,STORE-023,CH_OFF,Offline Store,Offline,PAY-01033,EMP-042
TRX-01034,2024-03-03 20:27:00,CUST-0373,STORE-009,CH_OFF,Offline Store,Offline,PAY-01034,EMP-074
TRX-01035,2024-12-21 11:32:00,CUST-0711,STORE-008,CH_MKT,Marketplace,Online,PAY-01035,
TRX-01036,2024-09-11 19:57:00,CUST-0214,STORE-002,CH_OFF,Offline Store,Offline,PAY-01036,EMP-024
TRX-01037,2024-03-15 15:03:00,CUST-0842,STORE-005,CH_OFF,Offline Store,Offline,PAY-01037,EMP-042
TRX-01038,2024-09-30 19:44:00,,STORE-005,CH_WEB,Online Web,Online,PAY-01038,
TRX-01039,2024-06-09 14:52:00,CUST-0090,STORE-005,CH_OFF,Offline Store,Offline,PAY-01039,EMP-042
TRX-01040,2024-12-23 20:47:00,CUST-0706,STORE-010,CH_MKT,Marketplace,Online,PAY-01040,
TRX-01041,2025-02-05 15:51:00,CUST-0982,STORE-017,CH_MKT,Marketplace,Online,PAY-01041,
TRX-01042,2025-03-18 12:20:00,CUST-0895,STORE-025,CH_WEB,Online Web,Online,PAY-01042,
TRX-01043,2025-05-27 21:22:00,CUST-0431,STORE-020,CH_WEB,Online Web,Online,PAY-01043,
TRX-01044,2024-02-15 10:58:00,CUST-0773,STORE-014,CH_OFF,Offline Store,Offline,PAY-01044,EMP-013
TRX-01045,2024-09-05 17:33:00,CUST-0991,STORE-017,CH_OFF,Offline Store,Offline,PAY-01045,EMP-061
TRX-01046,2025-02-13 21:35:00,CUST-0165,STORE-013,CH_OFF,Offline Store,Offline,PAY-01046,EMP-062
TRX-01047,2024-04-24 19:42:00,CUST-0298,STORE-015,CH_WEB,Online Web,Online,PAY-01047,
TRX-01048,2024-01-30 17:14:00,,STORE-013,CH_WEB,Online Web,Online,PAY-01048,
TRX-01049,2025-04-17 10:16:00,CUST-0270,STORE-019,CH_OFF,Offline Store,Offline,PAY-01049,EMP-005
TRX-01050,2025-02-15 12:19:00,CUST-0769,STORE-003,CH_WEB,Online Web,Online,PAY-01050,
TRX-01051,2024-08-07 12:49:00,CUST-0489,STORE-016,CH_OFF,Offline Store,Offline,PAY-01051,EMP-031
TRX-01052,2024-04-20 14:18:00,CUST-0690,STORE-005,CH_WEB,Online Web,Online,PAY-01052,
TRX-01053,2024-01-25 19:03:00,CUST-0303,STORE-019,CH_OFF,Offline Store,Offline,PAY-01053,EMP-005
TRX-01054,2024-08-30 17:32:00,CUST-0318,STORE-013,CH_WEB,Online Web,Online,PAY-01054,
TRX-01055,2024-03-01 09:01:00,CUST-0299,STORE-008,CH_WEB,Online Web,Online,PAY-01055,
TRX-01056,2025-02-26 14:17:00,CUST-0397,STORE-005,CH_MKT,Marketplace,Online,PAY-01056,
TRX-01057,2025-02-17 09:00:00,CUST-0256,STORE-002,CH_WEB,Online Web,Online,PAY-01057,
TRX-01058,2024-03-21 19:23:00,CUST-0755,STORE-002,CH_OFF,Offline Store,Offline,PAY-01058,EMP-034
TRX-01059,2025-03-17 09:45:00,CUST-0118,STORE-006,CH_OFF,Offline Store,Offline,PAY-01059,EMP-028
TRX-01060,2024-11-30 11:30:00,CUST-0331,STORE-018,CH_OFF,Offline Store,Offline,PAY-01060,EMP-037
TRX-01061,2025-04-17 12:29:00,,STORE-012,CH_OFF,Offline Store,Offline,PAY-01061,EMP-006
TRX-01062,2024-09-26 21:07:00,CUST-0255,STORE-022,CH_WEB,Online Web,Online,PAY-01062,
TRX-01063,2024-05-08 20:20:00,CUST-0388,STORE-022,CH_WEB,Online Web,Online,PAY-01063,
TRX-01064,2024-03-12 17:06:00,CUST-0879,STORE-018,CH_OFF,Offline Store,Offline,PAY-01064,EMP-014
TRX-01065,2024-11-13 13:28:00,,STORE-012,CH_WEB,Online Web,Online,PAY-01065,
TRX-01066,2024-08-05 10:01:00,CUST-0269,STORE-012,CH_OFF,Offline Store,Offline,PAY-01066,EMP-050
TRX-01067,2024-10-01 09:14:00,CUST-0960,STORE-015,CH_OFF,Offline Store,Offline,PAY-01067,EMP-034
TRX-01068,2024-10-22 10:11:00,CUST-0415,STORE-010,CH_OFF,Offline Store,Offline,PAY-01068,EMP-010
TRX-01069,2025-05-15 15:15:00,CUST-0857,STORE-002,CH_OFF,Offline Store,Offline,PAY-01069,EMP-011
TRX-01070,2025-02-09 09:24:00,CUST-0022,STORE-002,CH_OFF,Offline Store,Offline,PAY-01070,EMP-036
TRX-01071,2024-09-15 17:04:00,CUST-0920,STORE-021,CH_OFF,Offline Store,Offline,PAY-01071,EMP-032
TRX-01072,2024-11-16 18:58:00,CUST-0203,STORE-007,CH_WEB,Online Web,Online,PAY-01072,
TRX-01073,2024-01-25 11:59:00,CUST-0294,STORE-010,CH_OFF,Offline Store,Offline,PAY-01073,EMP-012
TRX-01074,2024-06-14 12:36:00,CUST-0492,STORE-025,CH_OFF,Offline Store,Offline,PAY-01074,EMP-004
TRX-01075,2024-08-07 20:24:00,CUST-0981,STORE-024,CH_MKT,Marketplace,Online,PAY-01075,
TRX-01076,2024-06-04 12:50:00,CUST-0574,STORE-012,CH_WEB,Online Web,Online,PAY-01076,
TRX-01077,2024-03-21 12:17:00,CUST-0811,STORE-004,CH_OFF,Offline Store,Offline,PAY-01077,EMP-062
TRX-01078,2024-12-13 09:25:00,CUST-0602,STORE-018,CH_OFF,Offline Store,Offline,PAY-01078,EMP-079
TRX-01079,2025-04-03 09:06:00,CUST-0679,STORE-021,CH_WEB,Online Web,Online,PAY-01079,
TRX-01080,2024-06-03 14:20:00,CUST-0854,STORE-021,CH_MKT,Marketplace,Online,PAY-01080,
TRX-01081,2024-02-26 10:52:00,CUST-0076,STORE-014,CH_WEB,Online Web,Online,PAY-01081,
TRX-01082,2024-03-24 11:05:00,CUST-0002,STORE-002,CH_WEB,Online Web,Online,PAY-01082,
TRX-01083,2025-05-04 11:12:00,CUST-0224,STORE-003,CH_MKT,Marketplace,Online,PAY-01083,
TRX-01084,2025-01-06 14:46:00,CUST-0621,STORE-005,CH_MKT,Marketplace,Online,PAY-01084,
TRX-01085,2024-03-24 17:46:00,CUST-0842,STORE-010,CH_OFF,Offline Store,Offline,PAY-01085,EMP-016
TRX-01086,2025-03-22 18:15:00,CUST-0194,STORE-011,CH_WEB,Online Web,Online,PAY-01086,
TRX-01087,2024-06-01 19:51:00,CUST-0466,STORE-004,CH_OFF,Offline Store,Offline,PAY-01087,EMP-023
TRX-01088,2025-02-28 21:16:00,CUST-0701,STORE-017,CH_OFF,Offline Store,Offline,PAY-01088,EMP-036
TRX-01089,2024-08-15 12:02:00,CUST-0025,STORE-020,CH_OFF,Offline Store,Offline,PAY-01089,EMP-067
TRX-01090,2025-02-01 20:56:00,CUST-0494,STORE-017,CH_WEB,Online Web,Online,PAY-01090,
TRX-01091,2025-04-24 11:07:00,CUST-0908,STORE-024,CH_MKT,Marketplace,Online,PAY-01091,
TRX-01092,2024-07-19 18:53:00,CUST-0501,STORE-019,CH_WEB,Online Web,Online,PAY-01092,
TRX-01093,2024-08-09 15:59:00,CUST-0224,STORE-023,CH_OFF,Offline Store,Offline,PAY-01093,EMP-068
TRX-01094,2024-02-01 21:00:00,CUST-0371,STORE-013,CH_OFF,Offline Store,Offline,PAY-01094,EMP-032
TRX-01095,2025-04-22 12:58:00,CUST-0176,STORE-004,CH_OFF,Offline Store,Offline,PAY-01095,EMP-006
TRX-01096,2024-01-07 10:39:00,CUST-0024,STORE-018,CH_OFF,Offline Store,Offline,PAY-01096,EMP-038
TRX-01097,2025-03-16 21:56:00,CUST-0406,STORE-011,CH_OFF,Offline Store,Offline,PAY-01097,EMP-009
TRX-01098,2024-03-23 09:32:00,CUST-0311,STORE-023,CH_MKT,Marketplace,Online,PAY-01098,
TRX-01099,2024-11-25 09:09:00,CUST-0542,STORE-008,CH_OFF,Offline Store,Offline,PAY-01099,EMP-001
TRX-01100,2024-05-24 17:01:00,CUST-0115,STORE-014,CH_WEB,Online Web,Online,PAY-01100,
TRX-01101,2024-09-17 14:17:00,CUST-0066,STORE-001,CH_MKT,Marketplace,Online,PAY-01101,
TRX-01102,2024-04-12 14:46:00,CUST-0502,STORE-014,CH_OFF,Offline Store,Offline,PAY-01102,EMP-039
TRX-01103,2025-01-02 09:20:00,CUST-0670,STORE-020,CH_OFF,Offline Store,Offline,PAY-01103,EMP-053
TRX-01104,2024-02-19 14:32:00,CUST-0198,STORE-015,CH_WEB,Online Web,Online,PAY-01104,
TRX-01105,2024-02-17 21:06:00,CUST-0937,STORE-011,CH_OFF,Offline Store,Offline,PAY-01105,EMP-021
TRX-01106,2024-01-20 12:01:00,CUST-0987,STORE-012,CH_OFF,Offline Store,Offline,PAY-01106,EMP-069
TRX-01107,2024-12-02 20:49:00,CUST-0749,STORE-012,CH_OFF,Offline Store,Offline,PAY-01107,EMP-077
TRX-01108,2024-11-08 21:21:00,CUST-0995,STORE-005,CH_OFF,Offline Store,Offline,PAY-01108,EMP-057
TRX-01109,2024-04-21 14:42:00,CUST-0172,STORE-006,CH_WEB,Online Web,Online,PAY-01109,
TRX-01110,2024-07-19 13:29:00,CUST-0767,STORE-003,CH_MKT,Marketplace,Online,PAY-01110,
TRX-01111,2025-05-22 13:24:00,CUST-0759,STORE-004,CH_WEB,Online Web,Online,PAY-01111,
TRX-01112,2024-02-19 21:54:00,CUST-0217,STORE-017,CH_WEB,Online Web,Online,PAY-01112,
TRX-01113,2024-04-17 17:49:00,CUST-0795,STORE-008,CH_OFF,Offline Store,Offline,PAY-01113,EMP-074
TRX-01114,2024-10-31 21:17:00,CUST-0701,STORE-021,CH_OFF,Offline Store,Offline,PAY-01114,EMP-033
TRX-01115,2025-04-07 14:36:00,CUST-0401,STORE-001,CH_OFF,Offline Store,Offline,PAY-01115,EMP-034
TRX-01116,2025-04-18 21:38:00,CUST-0587,STORE-014,CH_WEB,Online Web,Online,PAY-01116,
TRX-01117,2025-05-03 17:19:00,CUST-0224,STORE-010,CH_OFF,Offline Store,Offline,PAY-01117,EMP-005
TRX-01118,2024-01-27 19:40:00,,STORE-017,CH_OFF,Offline Store,Offline,PAY-01118,EMP-069
TRX-01119,2024-12-07 19:49:00,,STORE-006,CH_OFF,Offline Store,Offline,PAY-01119,EMP-029
TRX-01120,2024-12-04 21:07:00,CUST-0462,STORE-005,CH_OFF,Offline Store,Offline,PAY-01120,EMP-034
TRX-01121,2024-02-04 18:15:00,CUST-0322,STORE-012,CH_OFF,Offline Store,Offline,PAY-01121,EMP-045
TRX-01122,2025-04-26 21:25:00,CUST-0164,STORE-004,CH_OFF,Offline Store,Offline,PAY-01122,EMP-071
TRX-01123,2025-03-24 20:25:00,CUST-0158,STORE-006,CH_OFF,Offline Store,Offline,PAY-01123,EMP-020
TRX-01124,2024-12-14 18:21:00,,STORE-014,CH_WEB,Online Web,Online,PAY-01124,
TRX-01125,2024-05-20 16:26:00,CUST-0197,STORE-019,CH_OFF,Offline Store,Offline,PAY-01125,EMP-077
TRX-01126,2025-01-21 20:42:00,CUST-0856,STORE-005,CH_OFF,Offline Store,Offline,PAY-01126,EMP-055
TRX-01127,2024-03-09 14:43:00,CUST-0040,STORE-002,CH_OFF,Offline Store,Offline,PAY-01127,EMP-027
TRX-01128,2024-03-16 17:41:00,CUST-0244,STORE-025,CH_OFF,Offline Store,Offline,PAY-01128,EMP-030
TRX-01129,2024-12-11 12:01:00,CUST-0164,STORE-006,CH_OFF,Offline Store,Offline,PAY-01129,EMP-054
TRX-01130,2024-07-05 16:49:00,,STORE-010,CH_WEB,Online Web,Online,PAY-01130,
TRX-01131,2024-01-27 10:10:00,CUST-0591,STORE-018,CH_WEB,Online Web,Online,PAY-01131,
TRX-01132,2024-10-04 16:26:00,,STORE-019,CH_WEB,Online Web,Online,PAY-01132,
TRX-01133,2024-12-16 11:23:00,CUST-0464,STORE-018,CH_MKT,Marketplace,Online,PAY-01133,
TRX-01134,2025-05-05 16:29:00,CUST-0055,STORE-014,CH_OFF,Offline Store,Offline,PAY-01134,EMP-012
TRX-01135,2024-03-03 21:38:00,CUST-0816,STORE-005,CH_OFF,Offline Store,Offline,PAY-01135,EMP-052
TRX-01136,2025-01-31 20:45:00,CUST-0528,STORE-001,CH_OFF,Offline Store,Offline,PAY-01136,EMP-026
TRX-01137,2024-03-06 11:29:00,CUST-0196,STORE-004,CH_WEB,Online Web,Online,PAY-01137,
TRX-01138,2025-03-26 09:59:00,CUST-0483,STORE-001,CH_OFF,Offline Store,Offline,PAY-01138,EMP-066
TRX-01139,2025-03-10 17:37:00,CUST-0454,STORE-020,CH_OFF,Offline Store,Offline,PAY-01139,EMP-049
TRX-01140,2024-02-22 19:30:00,,STORE-004,CH_MKT,Marketplace,Online,PAY-01140,
TRX-01141,2024-08-23 20:43:00,CUST-0034,STORE-003,CH_WEB,Online Web,Online,PAY-01141,
TRX-01142,2025-04-16 19:44:00,CUST-0881,STORE-011,CH_OFF,Offline Store,Offline,PAY-01142,EMP-030
TRX-01143,2024-06-18 09:18:00,CUST-0292,STORE-004,CH_WEB,Online Web,Online,PAY-01143,
TRX-01144,2025-03-30 21:27:00,CUST-0405,STORE-024,CH_WEB,Online Web,Online,PAY-01144,
TRX-01145,2024-11-23 14:31:00,CUST-0828,STORE-015,CH_WEB,Online Web,Online,PAY-01145,
TRX-01146,2024-02-05 17:03:00,CUST-0840,STORE-011,CH_OFF,Offline Store,Offline,PAY-01146,EMP-065
TRX-01147,2024-09-21 14:48:00,CUST-0149,STORE-015,CH_OFF,Offline Store,Offline,PAY-01147,EMP-076
TRX-01148,2024-03-13 17:16:00,CUST-0435,STORE-017,CH_WEB,Online Web,Online,PAY-01148,
TRX-01149,2024-07-22 19:17:00,CUST-0872,STORE-018,CH_WEB,Online Web,Online,PAY-01149,
TRX-01150,2024-05-17 09:21:00,CUST-0304,STORE-018,CH_WEB,Online Web,Online,PAY-01150,
TRX-01151,2024-09-18 18:46:00,CUST-0458,STORE-010,CH_OFF,Offline Store,Offline,PAY-01151,EMP-050
TRX-01152,2025-04-30 21:56:00,CUST-0269,STORE-014,CH_MKT,Marketplace,Online,PAY-01152,
TRX-01153,2024-07-04 15:28:00,CUST-0860,STORE-014,CH_WEB,Online Web,Online,PAY-01153,
TRX-01154,2024-10-28 10:15:00,CUST-0119,STORE-020,CH_MKT,Marketplace,Online,PAY-01154,
TRX-01155,2025-01-20 12:33:00,CUST-0114,STORE-005,CH_OFF,Offline Store,Offline,PAY-01155,EMP-036
TRX-01156,2025-02-15 11:45:00,CUST-0944,STORE-008,CH_OFF,Offline Store,Offline,PAY-01156,EMP-008
TRX-01157,2024-08-06 16:43:00,CUST-0907,STORE-021,CH_OFF,Offline Store,Offline,PAY-01157,EMP-063
TRX-01158,2024-03-05 21:51:00,CUST-0641,STORE-003,CH_OFF,Offline Store,Offline,PAY-01158,EMP-027
TRX-01159,2024-11-22 20:56:00,CUST-0638,STORE-017,CH_OFF,Offline Store,Offline,PAY-01159,EMP-043
TRX-01160,2024-06-29 14:08:00,,STORE-006,CH_WEB,Online Web,Online,PAY-01160,
TRX-01161,2025-05-28 11:44:00,CUST-0294,STORE-015,CH_OFF,Offline Store,Offline,PAY-01161,EMP-005
TRX-01162,2024-06-20 12:47:00,CUST-0018,STORE-007,CH_OFF,Offline Store,Offline,PAY-01162,EMP-056
TRX-01163,2024-01-30 20:15:00,CUST-0518,STORE-016,CH_WEB,Online Web,Online,PAY-01163,
TRX-01164,2024-09-29 19:40:00,CUST-0891,STORE-025,CH_WEB,Online Web,Online,PAY-01164,
TRX-01165,2024-02-07 09:16:00,CUST-0348,STORE-017,CH_OFF,Offline Store,Offline,PAY-01165,EMP-046
TRX-01166,2024-01-24 13:45:00,CUST-0261,STORE-002,CH_MKT,Marketplace,Online,PAY-01166,
TRX-01167,2024-10-27 10:06:00,CUST-0995,STORE-018,CH_WEB,Online Web,Online,PAY-01167,
TRX-01168,2024-12-17 15:38:00,,STORE-009,CH_OFF,Offline Store,Offline,PAY-01168,EMP-066
TRX-01169,2024-12-04 14:34:00,CUST-0707,STORE-015,CH_OFF,Offline Store,Offline,PAY-01169,EMP-004
TRX-01170,2024-10-12 11:26:00,CUST-0500,STORE-014,CH_WEB,Online Web,Online,PAY-01170,
TRX-01171,2024-09-07 18:32:00,,STORE-004,CH_MKT,Marketplace,Online,PAY-01171,
TRX-01172,2024-03-18 09:34:00,CUST-0970,STORE-004,CH_MKT,Marketplace,Online,PAY-01172,
TRX-01173,2025-04-16 10:20:00,CUST-0375,STORE-020,CH_OFF,Offline Store,Offline,PAY-01173,EMP-056
TRX-01174,2024-11-27 19:15:00,CUST-0397,STORE-005,CH_MKT,Marketplace,Online,PAY-01174,
TRX-01175,2024-12-19 11:44:00,CUST-0757,STORE-022,CH_OFF,Offline Store,Offline,PAY-01175,EMP-047
TRX-01176,2024-03-17 15:41:00,CUST-0895,STORE-003,CH_OFF,Offline Store,Offline,PAY-01176,EMP-079
TRX-01177,2025-01-29 21:39:00,CUST-0475,STORE-007,CH_OFF,Offline Store,Offline,PAY-01177,EMP-004
TRX-01178,2024-10-18 13:00:00,CUST-0178,STORE-019,CH_WEB,Online Web,Online,PAY-01178,
TRX-01179,2024-06-17 14:30:00,CUST-0597,STORE-019,CH_WEB,Online Web,Online,PAY-01179,
TRX-01180,2024-08-30 11:20:00,CUST-0009,STORE-003,CH_WEB,Online Web,Online,PAY-01180,
TRX-01181,2025-05-29 20:23:00,CUST-0207,STORE-007,CH_OFF,Offline Store,Offline,PAY-01181,EMP-077
TRX-01182,2024-03-29 20:45:00,CUST-0086,STORE-008,CH_WEB,Online Web,Online,PAY-01182,
TRX-01183,2024-03-12 18:24:00,CUST-0310,STORE-012,CH_OFF,Offline Store,Offline,PAY-01183,EMP-021
TRX-01184,2024-08-10 12:20:00,CUST-0576,STORE-024,CH_OFF,Offline Store,Offline,PAY-01184,EMP-027
TRX-01185,2024-03-11 16:05:00,,STORE-021,CH_MKT,Marketplace,Online,PAY-01185,
TRX-01186,2024-07-29 21:10:00,,STORE-008,CH_OFF,Offline Store,Offline,PAY-01186,EMP-035
TRX-01187,2025-04-15 11:14:00,,STORE-013,CH_OFF,Offline Store,Offline,PAY-01187,EMP-027
TRX-01188,2024-02-26 14:49:00,CUST-0774,STORE-015,CH_OFF,Offline Store,Offline,PAY-01188,EMP-004
TRX-01189,2024-09-08 20:08:00,CUST-0254,STORE-007,CH_OFF,Offline Store,Offline,PAY-01189,EMP-060
TRX-01190,2024-03-08 13:41:00,,STORE-014,CH_OFF,Offline Store,Offline,PAY-01190,EMP-026
TRX-01191,2024-07-16 18:56:00,CUST-0250,STORE-015,CH_OFF,Offline Store,Offline,PAY-01191,EMP-043
TRX-01192,2024-12-11 20:17:00,CUST-0892,STORE-004,CH_WEB,Online Web,Online,PAY-01192,
TRX-01193,2024-08-28 15:31:00,CUST-0931,STORE-007,CH_WEB,Online Web,Online,PAY-01193,
TRX-01194,2025-03-25 14:33:00,CUST-0432,STORE-009,CH_OFF,Offline Store,Offline,PAY-01194,EMP-067
TRX-01195,2024-12-19 11:36:00,CUST-0410,STORE-002,CH_OFF,Offline Store,Offline,PAY-01195,EMP-016
TRX-01196,2024-04-25 20:19:00,CUST-0720,STORE-013,CH_OFF,Offline Store,Offline,PAY-01196,EMP-009
TRX-01197,2024-06-19 15:47:00,CUST-0802,STORE-011,CH_OFF,Offline Store,Offline,PAY-01197,EMP-044
TRX-01198,2024-08-25 16:28:00,CUST-0274,STORE-001,CH_WEB,Online Web,Online,PAY-01198,
TRX-01199,2025-02-24 21:27:00,,STORE-008,CH_OFF,Offline Store,Offline,PAY-01199,EMP-001
TRX-01200,2025-03-31 20:55:00,CUST-0400,STORE-017,CH_WEB,Online Web,Online,PAY-01200,
TRX-01201,2024-01-31 21:45:00,CUST-0088,STORE-014,CH_OFF,Offline Store,Offline,PAY-01201,EMP-047
TRX-01202,2024-09-14 17:17:00,CUST-0764,STORE-016,CH_OFF,Offline Store,Offline,PAY-01202,EMP-060
TRX-01203,2024-05-07 13:51:00,CUST-0978,STORE-012,CH_OFF,Offline Store,Offline,PAY-01203,EMP-033
TRX-01204,2024-12-28 15:08:00,CUST-0173,STORE-017,CH_WEB,Online Web,Online,PAY-01204,
TRX-01205,2025-04-02 12:17:00,CUST-0594,STORE-022,CH_WEB,Online Web,Online,PAY-01205,
TRX-01206,2025-05-13 20:05:00,CUST-0700,STORE-002,CH_OFF,Offline Store,Offline,PAY-01206,EMP-007
TRX-01207,2024-12-11 16:25:00,CUST-0756,STORE-024,CH_OFF,Offline Store,Offline,PAY-01207,EMP-031
TRX-01208,2024-10-22 11:40:00,CUST-0653,STORE-008,CH_OFF,Offline Store,Offline,PAY-01208,EMP-041
TRX-01209,2025-05-18 18:35:00,CUST-0214,STORE-002,CH_MKT,Marketplace,Online,PAY-01209,
TRX-01210,2025-04-24 09:43:00,CUST-0810,STORE-020,CH_WEB,Online Web,Online,PAY-01210,
TRX-01211,2025-01-25 20:41:00,CUST-0106,STORE-019,CH_OFF,Offline Store,Offline,PAY-01211,EMP-065
TRX-01212,2024-12-10 20:11:00,CUST-0739,STORE-022,CH_MKT,Marketplace,Online,PAY-01212,
TRX-01213,2024-12-14 12:11:00,CUST-0098,STORE-006,CH_WEB,Online Web,Online,PAY-01213,
TRX-01214,2024-03-02 18:26:00,CUST-0422,STORE-024,CH_OFF,Offline Store,Offline,PAY-01214,EMP-003
TRX-01215,2025-01-04 16:04:00,CUST-0413,STORE-025,CH_WEB,Online Web,Online,PAY-01215,
TRX-01216,2024-09-08 16:33:00,CUST-0541,STORE-021,CH_OFF,Offline Store,Offline,PAY-01216,EMP-066
TRX-01217,2024-08-28 13:32:00,CUST-0159,STORE-022,CH_OFF,Offline Store,Offline,PAY-01217,EMP-056
TRX-01218,2024-10-02 21:21:00,CUST-0453,STORE-005,CH_WEB,Online Web,Online,PAY-01218,
TRX-01219,2024-12-24 09:54:00,CUST-0042,STORE-007,CH_OFF,Offline Store,Offline,PAY-01219,EMP-040
TRX-01220,2025-02-02 19:57:00,CUST-0176,STORE-012,CH_OFF,Offline Store,Offline,PAY-01220,EMP-057
TRX-01221,2024-08-20 14:05:00,CUST-0352,STORE-005,CH_WEB,Online Web,Online,PAY-01221,
TRX-01222,2025-01-01 12:25:00,CUST-0786,STORE-014,CH_WEB,Online Web,Online,PAY-01222,
TRX-01223,2024-05-23 21:53:00,CUST-0225,STORE-016,CH_OFF,Offline Store,Offline,PAY-01223,EMP-023
TRX-01224,2024-11-15 11:41:00,CUST-0959,STORE-002,CH_OFF,Offline Store,Offline,PAY-01224,EMP-027
TRX-01225,2024-03-25 11:23:00,CUST-0913,STORE-018,CH_WEB,Online Web,Online,PAY-01225,
